perf_id,method_text,label
133230,All Saints Doubles,unclassified
133256,Call Changes,call_changes
133262,Surprise Minor,unclassified
133272,Oxford TB Minor,unclassified
133275,April Day Doubles,unclassified
133302,All Saints Doubles,unclassified
133304,Spliced Surprise Major,multiple_methods
133305,Yorkshire Surpise Major,unclassified
133321,Spliced Surprise Major,multiple_methods
133337,St. Simon Bob Doubles,unclassified
133338,Oxford TB Major,unclassified
133349,Bristol Major,unclassified
133361,Truckie's Pleasure Doubles,unclassified
133390,St Clements Bob Minor,unclassified
133400,Spliced Surprise Major,multiple_methods
133453,Minimus,unclassified
133456,Minor,unclassified
133472,Spliced Surprise Major,multiple_methods
133493,Single Canterbury Minor,unclassified
133560,Surprise Minor,unclassified
133569,Doubles,unclassified
133572,Doubles,unclassified
133575,Doubles,unclassified
133578,Doubles,unclassified
133685,Minimus,unclassified
133688,Plain Bob Singles,unclassified
133731,Minor,unclassified
133740,Surprise Minor,unclassified
133757,Doubles,unclassified
133767,Surprise Minor,unclassified
133773,Doubles,unclassified
133792,Kent Treble Bob,unclassified
133814,Doubles,unclassified
133864,Spliced Surprise Major,multiple_methods
133877,Oxford Bob Triples,unclassified
133898,Doubles,unclassified
133899,Titanic and Stedman Cinques,unclassified
133942,Doubles,unclassified
133951,Surprise Minor,unclassified
134006,Spliced Surprise Major,multiple_methods
134020,Poyle Slow Course Triples,unclassified
134091,St Clements and Plain Bob Minor,multiple_methods
134103,Kent TB Major,unclassified
134105,St Nicholas Minimus,unclassified
134128,Mixed Doubles,multiple_methods
134218,Newington Doubles,unclassified
134228,Spliced Surprise Major,multiple_methods
134283,Surprise Minor,unclassified
134287,Spliced Surprise Major,multiple_methods
134290,Kent TB Major,unclassified
134291,Petriburg A Major,unclassified
134345,Doubles,unclassified
134346,Doubles,unclassified
134351,Doubles,unclassified
134389,British Victory Surprise Minor,unclassified
134417,Doubles,unclassified
134432,Reverse Canterbury Doubles,unclassified
134472,St Edmund SC Doubles,unclassified
134604,Mixed Doubles,multiple_methods
134669,Spliced Stedman Doubles and Cambridge Surprise Minor,multiple_methods
134675,Kennington Doubles,unclassified
134706,Rounds on 5,rounds
134733,Spliced Surprise Major,multiple_methods
134744,Surprise Minor,unclassified
134811,Maltby Doubles,unclassified
134814,St Clements,unclassified
134824,Eleven Doubles,unclassified
134827,May Day Doubles,unclassified
134828,St. Ambrose Doubles,unclassified
134861,Doubles,unclassified
134864,Doubles,unclassified
134888,Spliced Maximus,multiple_methods
134889,Spliced Surprise Major,multiple_methods
134937,Blows Tolling,tolling
134947,Five Rings Triples,unclassified
134961,Rev. Peal No.1 Doubles Call Changes,call_changes
134963,"Reverse Canterbury, Grandsire and Plain Bob Doubles",multiple_methods
134968,Surprise Minor,unclassified
134976,Double Oxford Minor,unclassified
135009,Sixty on Thirds,unclassified
135021,Doubles,unclassified
135022,Surprise Minor,unclassified
135046,St Clements CB Minor,unclassified
135064,Surprise Minor,unclassified
135073,Spliced Surprise Major,multiple_methods
135086,Spliced Stedman and Plain Bob Triples,multiple_methods
135115,Doubles,unclassified
135116,Doubles,unclassified
135133,Bob Doubles and reverse Canterbury,multiple_methods
135156,Call Changes: Queen's Peal,call_changes
135158,Call Changes: Queen's Peal,call_changes
135188,Doubles,unclassified
135204,Called changes ending in Queens,unclassified
135209,Call changes,call_changes
135210,Call changes,call_changes
135212,Spliced Major,multiple_methods
135238,Plain bob doubles and Reverse Canterbury,multiple_methods
135240,London and Cambridge Surprise Minor,multiple_methods
135242,Oxford TB Minor,unclassified
135273,Minor,unclassified
135308,Spliced Surprise Major,multiple_methods
135362,Call changes,call_changes
135363,Call changes,call_changes
135369,Doubles (Grandsire and Plain Bob) and Plain bob Minor,multiple_methods
135370,Plain and Little Bob Major,multiple_methods
135383,Minor,unclassified
135483,Minor,unclassified
135493,Plain and Little Bob Major,multiple_methods
135534,Surprise Minor,unclassified
135568,Seighford Doubles,unclassified
135629,Spliced Surprise Major,multiple_methods
135632,Surprise Minor,unclassified
135767,St Nicholas Minimus,unclassified
135830,St Clements CB Minor,unclassified
135832,Surprise Minor,unclassified
135855,Call Changes,call_changes
135875,Call Changes,call_changes
135891,Plain Bob Minor All Singles,unclassified
135895,Grandsire and Plain Bob Doubles,multiple_methods
135914,Reverse Canterbury Plain Bob and Grandsire Doubles,multiple_methods
135934,Spliced Surprise Major,multiple_methods
135954,General Ringing,general
135963,Doubles,unclassified
135976,Call Changes,call_changes
135982,Minor,unclassified
135985,Surprise Minor,unclassified
135988,Surprise Minor,unclassified
139457,"Queens,Call Changes, Bob Minor",call_changes
141929,Grandsire and Plain Bob,unclassified
142644,Kent TB Royal,unclassified
143124,Surprise Minor,unclassified
143215,Ombersley Doubles,unclassified
143403,Spliced Surprise Minor,multiple_methods
143430,Single Court Minimus,unclassified
143434,"Yorkshire s, Maximus",unclassified
143459,"Doubles 7,6,8",unclassified
143503,Killamarsh TB Minor,unclassified
143574,Mixed Doubles,multiple_methods
143585,Stedman and Bob Doubles,multiple_methods
143597,St Clements,unclassified
143627,Kent TB Minor,unclassified
143752,Plain Bob,unclassified
143777,Robertson No.112 T.B. Minimus,unclassified
144915,Doubles,unclassified
144929,Surprise Minor,unclassified
144930,"Grandsire, Bob Doubles",multiple_methods
144934,"Stedman, Reverse, Canterbury, Grandsire",unclassified
144944,Cambridge Minor,unclassified
144960,Spliced Treble Bob Major,multiple_methods
144961,Doubles,unclassified
145944,St Nicholas Minimus,unclassified
146146,Minor,unclassified
147259,"Stedman, Grandsire and Plain Bob Doubles",multiple_methods
147868,Doubles,unclassified
148887,Devon Peal,unclassified
149153,St Nicholas Minimus,unclassified
149205,Surprise Minor,unclassified
149296,"Grandsire, Reverse Canterbury and Plain Bob Doubles",multiple_methods
149346,P. Bob Doubles,unclassified
149592,Dixon's Bob Minor,unclassified
149684,"Grandsire Doubles, Reverse Canterbury Doubles, Plain Bob Doubles",multiple_methods
149710,Kirkby in Ashfield Surprise Major,unclassified
149753,"Doubles - Stedman, Grandsire, Plain Bob",multiple_methods
150024,Rounds on Ten,rounds
150191,Call Changes,call_changes
150225,Grandsire,unclassified
150269,Roller Coaster Triples Call Changes,call_changes
150319,Call Changes,call_changes
150386,minutes Rounds and Call Changes,rounds_and_call_changes
150464,Mixed Bob Doubles,multiple_methods
150477,Mixed Doubles,multiple_methods
150572,St. Indract Doubles Call Changes,call_changes
150573,Reverse St. Indract Doubles Call Changes,call_changes
150662,Chimehammer Doubles Call Changes,tolling
150666,Epiphany Doubles Call Changes,call_changes
150667,Hymns of Praise Doubles Call Changes,call_changes
150669,Open Day Doubles Call Changes,call_changes
150670,First and Last Doubles Call Changes,call_changes
150672,Baptism Doubles Call Changes,call_changes
150674,Ron's Doubles Call Changes,call_changes
150727,Call Change Peal - 5 Different mixed minimus extents,call_changes
150728,Call Change Peal - 5 Different mixed minimus extents,call_changes
150729,Call Change Peal - 5 Different mixed minimus extents,call_changes
150731,Call Change Peal - 5 Different mixed minimus extents,call_changes
150734,Call Change Peal - 5 Different mixed minimus extents,call_changes
150735,Reverse Peal No. 1 Doubles Call Changes,call_changes
150739,Reverse Peal No. 1 Doubles Call Changes,call_changes
150740,Reverse Peal No. 1 Doubles Call Changes,call_changes
150748,Stedman and Grandsire Doubles,multiple_methods
150787,Spliced Treble Bob Major,multiple_methods
150797,Wedding Doubles Call Changes,call_changes
150867,Surprise Minor,unclassified
151046,St Clements Minor,unclassified
151063,Spliced Surprise Major,multiple_methods
151123,Spliced Surprise Major,multiple_methods
151654,Spliced Triples,multiple_methods
151721,Spliced Treble Bob Major,multiple_methods
151874,Treble Dodging Minor,unclassified
151901,Grandsire and Plain Bob Doubles,multiple_methods
151973,Kent TB Royal,unclassified
151987,Plain bob,unclassified
152021,Spliced Treble Bob Major,multiple_methods
152107,Advent Doubles Call Changes,call_changes
152250,Spliced Surprise Royal,multiple_methods
152494,Fifth Hunt Doubles Call Changes,call_changes
152650,Call Changes,call_changes
152742,Ken and Dorothy Nicholas' 50th Wedding Anniversary Slow Course Minor,multiple_methods
152828,Kent Treble Bob,unclassified
152846,minutes of Firing,unclassified
152850,Minutes of rounds,rounds
152902,Rounds and Firing,rounds
152935,Grandsire Triples with bourdon,unclassified
152946,Chiming 6 bells in Queens,tolling
152968,Call Change Peal - 5 Different mixed minimus extents,call_changes
152989,mins of Call Changes,call_changes
153138,minutes of rounds and firing,rounds
153180,"minutes of call changes, plain hunt on 5 and firing the bells",call_changes
153181,minutes of call changes and firing the bells,call_changes
153218,Spliced Triples Five Rings Hybrid and Plain Bob,multiple_methods
153289,single strike on one,unclassified
153407,Chiming on 6 bells,tolling
153431,Reverse Canterbury Doubles,unclassified
153482,Doubles,unclassified
153522,minutes of open ringing,unclassified
153544,call changes on Queens,call_changes
153583,Five Rings Doubles,unclassified
153623,Surprise Minor,unclassified
153633,St Clements CB Major,unclassified
153732,Rounds,rounds
153787,Baldrick Differential Little Bob Triples,unclassified
153832,May Day and Pinks,unclassified
153996,Kingston TB Minor,unclassified
154060,Mixed Doubles,multiple_methods
154095,Surprise Minor,unclassified
154159,Pinks Doubles,unclassified
154239,Doubles,unclassified
154246,Doubles,unclassified
154251,P Bob Triples,unclassified
154252,P Bob Doubles,unclassified
154447,Spliced Maximus,multiple_methods
154460,St. Leonard's Doubles Call Changes,call_changes
154680,Surprise Minor,unclassified
154928,Minor,unclassified
154994,Doubles,unclassified
155024,College Bob and Reverse Bob Minor,multiple_methods
155145,Kent TB Royal,unclassified
155151,Reverse Canterbury Pleasure Bob Doubles,unclassified
155152,Plaim Bob Doubles,unclassified
155220,Oxford Treble Bob,unclassified
155276,Minor,unclassified
155393,Whyatt Doubles Call Changes,call_changes
155594,Stedman Minimus,unclassified
155689,June Doubles Call Changes,call_changes
155690,Swing Low Doubles Call Changes,call_changes
171859,Spliced Surprise Major,multiple_methods
175430,Spliced Surprise Major,multiple_methods
175538,Spliced Surprise Major,multiple_methods
175603,Reverse Canterbury Doubles,unclassified
175710,Doubles,unclassified
175728,Spliced Treble Bob Major,multiple_methods
176000,Surprise Minor,unclassified
176104,Rosedale 3rd Hunt Doubles Call Changes,call_changes
176216,Darke Doubles Call Changes,call_changes
176355,St Clement's Bob Minor,unclassified
176356,Spliced Treble Bob Major,multiple_methods
176762,Spliced Surprise Royal,multiple_methods
176764,Doubles,unclassified
176831,St Simon's B. Triples,unclassified
176853,Spliced Surprise Major,multiple_methods
177013,St. Dominica's 3rd Hunt Doubles Call Changes,call_changes
177132,Spliced Surprise Major,multiple_methods
177178,mins of Rounds and Call Changes,rounds_and_call_changes
177281,Doubles,unclassified
177282,Wallflower Doubles,unclassified
177283,Doubles,unclassified
177310,Spliced Surprise Major,multiple_methods
177381,Maltby Doubles,unclassified
177429,Spliced Major,multiple_methods
177497,Doubles,unclassified
177699,Reverse Canterbury Doubles,unclassified
177734,Grandsire,unclassified
177821,Plain Bob and Reverse Canterbury pleasure Bob Doubles,multiple_methods
177824,Call Change Peal - 5 Different mixed minimus extents,call_changes
177963,Grandsire Doubles and Plain Bob Doubles,multiple_methods
182016,Surprise Minor,unclassified
182089,"Plain Bob Doubles, St Simon's, St Martin's, Grandsire",multiple_methods
182110,Call Change Peal - 5 Different mixed minimus extents,call_changes
182133,St Nicholas Minimus,unclassified
182444,Kent TB Minor,unclassified
182604,Minor,unclassified
182655,Stedman and Grandsire Doubles,multiple_methods
182820,Spliced Surprise Major,multiple_methods
182833,Surprise Minor,unclassified
182888,Minor,unclassified
182962,Spliced Surprise Major,multiple_methods
182965,Surprise Minor,unclassified
183045,Doubles,unclassified
183339,on 3rds call changes,call_changes
183479,St. Indract Doubles Call Changes,call_changes
183486,Surprise Minor,unclassified
183516,Spliced Surprise Major,multiple_methods
183530,Shipway's Place Doubles,unclassified
183801,St Julian Doubles,unclassified
184043,Surprise Minor,unclassified
184044,Surprise Minor,unclassified
184045,Surprise Minor,unclassified
184054,Minor,unclassified
184214,Wedding Doubles Call Changes,call_changes
184340,Mixed Doubles,multiple_methods
184422,Oxford TB Major,unclassified
184565,Kent Treble Bob,unclassified
184837,Spliced Surprise Major,multiple_methods
184935,Spliced Surprise Royal,multiple_methods
185015,Winchendon Place Bob Doubles,unclassified
185104,Spliced Surprise Maximus,multiple_methods
185172,I'll Be Back Doubles Call Changes,call_changes
185203,Foulbridge Surprise Major,unclassified
185283,Spliced Surprise Major,multiple_methods
185397,Doubles,unclassified
185400,Doubles,unclassified
185402,Doubles,unclassified
185407,Doubles,unclassified
185408,Doubles,unclassified
185422,Doubles,unclassified
185428,Minor,unclassified
185468,Spliced Surprise Maximus,multiple_methods
185804,Reverse Canterbury,unclassified
186064,Call Change Peal - 5 Different mixed minimus extents,call_changes
186124,Doubles,unclassified
186177,Little and Plain Bob Major,multiple_methods
186242,Spliced Surprise Major,multiple_methods
186289,Oxford TB Minor,unclassified
186630,Surprise Minor,unclassified
186838,Spliced Surprise Major,multiple_methods
186887,I'll Be Back Doubles Call Changes,call_changes
187027,Kent TB Major,unclassified
187043,Kent TB Major,unclassified
187278,Surprise Minor,unclassified
187777,Reverse Canterbury,unclassified
187778,Reverse Canterbury,unclassified
188002,S Major,unclassified
188104,Call changes,call_changes
188228,Oxford TB Minor,unclassified
188257,Spliced Surprise Major,multiple_methods
188375,Spliced Maximus,multiple_methods
188393,Doubles,unclassified
188533,Spliced Surprise Minor,multiple_methods
188666,Cambridge Minor,unclassified
188861,Reverse Canterbury Doubles,unclassified
189002,Spliced Plain and Little Bob Major,multiple_methods
189077,All Saints Doubles,unclassified
189388,Minor,unclassified
189436,Antelope Doubles,unclassified
189521,Spliced Surprise Minor,multiple_methods
189528,Spliced Surprise Major,multiple_methods
189623,Doubles,unclassified
189625,Wedding Doubles Call Changes,call_changes
189649,Minor,unclassified
189773,ish call changes: Queens on 12,call_changes
189799,All Saints Doubles,unclassified
189820,Oxford TB Major,unclassified
189833,Doubles,unclassified
190215,Spliced Surprise Major,multiple_methods
190533,Bob and Grandsire Doubles with 768 cover,multiple_methods
190671,St Nicholas Minimus,unclassified
190963,Spliced Surprise Major,multiple_methods
190977,Kent TB Major,unclassified
191057,Spliced Surprise Major,multiple_methods
191168,Reverse Peal No. 1 Doubles Call Changes,call_changes
191172,Cambridge Minor,unclassified
191223,Reverse Canterbury Doubles,unclassified
191230,Single Oxford,unclassified
191348,Kent TB Major,unclassified
191425,Advent Doubles Call Changes,call_changes
191480,Burghclere Doubles,unclassified
191834,Kent TB Royal,unclassified
191893,Grandsire and Plain Bob Doubles,multiple_methods
191904,Doubles 768 covering,unclassified
191937,Mixed Doubles,multiple_methods
192019,Mixed Doubles,multiple_methods
192220,Atlantic A Major,unclassified
192459,Spliced Surprise Minor,multiple_methods
192698,Spliced Surprise Major,multiple_methods
194153,Wedding Doubles Call Changes,call_changes
194181,Spliced Surprise Major,multiple_methods
194199,St Clements/ Plain Bob Minor,unclassified
194340,Surprise Minor,unclassified
194498,Kent TB Major,unclassified
195080,Spliced Surprise Major,multiple_methods
195224,St Nicholas Minimus,unclassified
195253,Spliced Surprise Major,multiple_methods
195386,Surprise Minor,unclassified
195415,Spliced Treble Bob Major,multiple_methods
195568,Spliced Surprise Major,multiple_methods
195577,Kent Surprise Minor,unclassified
195620,St Nicholas Doubles,unclassified
195696,Doubles,unclassified
195711,Spliced Surprise Minor,multiple_methods
195996,Spliced Surprise Minor,multiple_methods
196025,St Nicholas Doubles,unclassified
196111,Doubles,unclassified
196118,Minor - St Clement's College Bob and Plain Bob,multiple_methods
196177,Fifth Hunt Doubles Call Changes,call_changes
196345,Spliced Surprise Major,multiple_methods
196410,Spliced Surprise Major,multiple_methods
196438,Surprise Minor,unclassified
196485,Kent TB Major,unclassified
196584,Surprise Minor,unclassified
197058,Canberra Doubles,unclassified
197173,Ipswich and Bourne Surprise Minor,multiple_methods
197199,Call Change Peal - 5 Different Mixed Minimus Extents,call_changes
197315,Spliced Treble Dodging Minor,multiple_methods
197614,Spliced Triples,multiple_methods
197674,Fifth Hunt Doubles Call Changes,call_changes
197753,Spliced Surprise Minor,multiple_methods
197774,Spliced Surprise Major,multiple_methods
197829,Spliced Surprise Major,multiple_methods
197830,Spliced Surprise Major,multiple_methods
198107,Minor,unclassified
199479,Double Norwich C.B. Major,unclassified
200423,Surprise Minor,unclassified
202478,Plain Bob Doubles / St Martins Doubles,unclassified
203041,Spliced Delight Minor,multiple_methods
206239,St Peter's Doubles,unclassified
207300,Spliced Surprise Major,multiple_methods
207473,Spliced Surprise Minor,multiple_methods
207487,Surprise Minor,unclassified
207624,Reverse Canterbury Pleasure Group,unclassified
207643,S Minor,unclassified
207657,Christmas Eve Doubles,unclassified
208602,Kent TB Minor,unclassified
208655,April Day Doubles,unclassified
208872,Twelve Drummers Drumming Doubles,unclassified
208878,Plain Bob Doubles Group,unclassified
215650,St Clements CB Minor,unclassified
215984,Mixed Doubles,multiple_methods
216846,Spliced Surprise Major,multiple_methods
221424,St Nicholas and Plain Bob Doubles,multiple_methods
222104,Spliced Surprise Major,multiple_methods
222227,Cambridge Minor,unclassified
271340,Spliced Treble Bob Major,multiple_methods
271373,Minor,unclassified
271474,Doubles,unclassified
271709,Yorkshire Surpise Royal,unclassified
271776,Plain Minor,unclassified
271783,St. Indract Doubles Call Changes,call_changes
271832,Mixed Doubles,multiple_methods
271840,Doubles,unclassified
271882,Oxford TB Minor,unclassified
271889,Doubles,unclassified
271896,Spliced Surprise Major,multiple_methods
271971,TB Minor,unclassified
272005,Minor,unclassified
272188,Minor,unclassified
272209,Surprise Minor,unclassified
272359,Stedman Jump Triples,unclassified
272364,Marygate Surprise Major,unclassified
272422,"Oxford TB, St Clements CB Minor",unclassified
272586,Eve Doubles Call Changes,call_changes
272626,Chiltern TB Minor,unclassified
272695,Mixed Doubles,multiple_methods
272699,Queens Minor Call Changes,call_changes
272736,Spliced Triples,multiple_methods
272746,Spliced Surprise Major,multiple_methods
272759,Spliced Surprise Royal,multiple_methods
272828,St Nicholas Minimus,unclassified
272866,Doubles,unclassified
272868,Doubles,unclassified
272870,Doubles,unclassified
272873,Doubles,unclassified
272874,Doubles,unclassified
272876,Doubles,unclassified
272877,Doubles,unclassified
272878,Doubles,unclassified
272879,Doubles,unclassified
272885,Doubles,unclassified
272886,Doubles,unclassified
272888,Doubles,unclassified
272889,Doubles,unclassified
272890,Doubles,unclassified
272891,Doubles,unclassified
272896,Doubles,unclassified
272936,Surprise Minor,unclassified
273200,Surprise Minor,unclassified
273495,Plain Doubles,unclassified
273519,Daffodil Doubles,unclassified
273809,Doubles,unclassified
273936,Cambridge Minor,unclassified
274074,Call Change Peal - 5 Different Mixed Minimus Extents,call_changes
274075,Doubles,unclassified
274186,Spliced Surprise Major,multiple_methods
274279,Kent TB Major,unclassified
274309,St.Simons Doubles,unclassified
274349,Kent TB Major,unclassified
274395,Spliced Surprise Major,multiple_methods
274486,Spliced Surprise Major,multiple_methods
274510,Doubles,unclassified
274518,Spliced Surprise Major,multiple_methods
274581,Spliced Surprise Major,multiple_methods
274702,Kent TB Minor,unclassified
274709,Euxton Doubles,unclassified
274996,Surprise Minor,unclassified
275064,Plain Bob and Grandsire Doubles,multiple_methods
275166,Queens Minor Call Changes,call_changes
275173,Single Court Minimus,unclassified
275204,Changes,unclassified
275219,Grandsire Double,unclassified
275251,Fosse Little Hybrid Minimus,unclassified
275640,Minor,unclassified
275855,Spliced Surprise Major,multiple_methods
275920,Kent TB Major,unclassified
275947,Spliced Surprise Major,multiple_methods
275979,Spliced Treble Bob Major,multiple_methods
276064,Reverse Canterbury Minimus,unclassified
276074,Spliced Surprise Major,multiple_methods
276147,Spliced Treble Bob Major,multiple_methods
276281,Spliced Surprise Major,multiple_methods
276596,Reverse Canterbury PP Doubles,unclassified
276626,Minor,unclassified
276648,Spliced Surprise Major,multiple_methods
276692,Surprise Minor,unclassified
276783,Doubles,unclassified
276812,Spliced Surprise Major,multiple_methods
