perf_id,position,footnote
1592033,0,In memory of John Scott of Audlem on the eve of his funeral.
1598992,0,"First Stedman Doubles - 4, 5 and as (C)"
1598992,1,50th QP - 3
1592119,0,"Rung half muffled prior to the funeral service of Catherine Elizabeth Wilson, long time chorister of this Church, wife of John and mother of Alex and Theo."
1592024,0,"Birthday Compliments to Kevin M Price, who has a birthday today."
1592024,1,"Thank you to Margaret, Chris and Jenny for ringing with us today.  More details can be found at www.thebellringers.org.uk"
1592074,0,A Hull Handbells Project performance.
1592074,1,Half of a roof is a step forward.
1592184,0,"Rung in memory of Fiona Turner, past member of this tower and fundraiser for the restoration of the bells in 1982. Rung in the presence of her family and friends"
1592122,0,Grappenhall on tour.
1592142,0,"Rung on the feast of St Charles, King and Martyr."
1592146,0,Rung by The Bellerophons for Bubble Wrap Appreciation Day and National Croissant Day.
1592146,1,Also in celebration of Sue's new garage door.
1592146,2,333rd together: 3 & 6
1592146,3,300th virtual: 2 & 6
1592146,4,140th for The Bellerophons: 5
1592043,0,A SOD quarter peal.
1592077,0,"Rung in Thanksgiving for the life of Rev Chris Briggs, Chaplin of Shiplake College, following his funeral service this day."
1592060,0,"In thanksgiving and celebration of the first 10 years of Simon Kirby's ministry as Vicar of Cogges and South Leigh churches, and looking forward to many more!"
1591828,0,With grateful thanks to Liz & Lionel Smith for all the help in the Banbury Branch (ODG) and with best wishes for their forthcoming move to the Bristol area.
1591856,0,First in method: 8
1591722,0,"Rung in memory of Peter Wilkinson, uncle of Ruth who sadly passed away on January 17th."
1591880,0,For Evensong
1591772,0,"First in the method, and completes the ""Standard eight"": 3."
1591812,0,First inside 2
1591918,0,First in method - 6
1694283,0,1st inside to Grandsire - Emilia Panzeri
1694283,1,Dedicated to Mel Stanley on her Appointment as Curate of St. Mary's and St. Helen's in the Benefice of Chalgrove.
1591857,0,Rung for the Feast of the Conversion of St Paul.
1591857,1,The first 10-bell Paul peal.
1591755,0,"Rung in memory of Lesley Marvell, mother-in-law of 5, 18th July 1943 - 6th January 2023. Greatly missed by all. May she rest in peace."
1591901,0,For evensong.
1591966,0,90th birthday compliment to Alan Beaton
1591643,0,For the Bromfield Benefice service.
1591643,1,With thanks to Richard for standing in at short notice.
1592631,0,"Rung to welcome Adam Joseph Kelly Baird, son of Tom and Tiffany (Eltham ringers) and brother to Hugh."
1592631,1,First inside to Major 3-4.
1591917,0,Celebrating 25 years of ringing for Rachel!
1591757,0,1st Quarter on the treble for Tricia.
1591757,1,"Rung as a welcome to Ida Marsaili Elizabeth Donovan, Grand-Daughter of 2, born on 2nd January 2023."
1591649,0,Rung after the University Sermon.
1591649,1,"Welcoming Alexander Miles Winter, son of Emily and Dale."
1592363,0,For Sung Eucharist
1591792,0,For Evensong
1591970,0,"90th birthday compliment to Alan Beaton, President of the Society for the Preservation of Isle of Wight Church bells, arranged by the trustees."
1593487,0,Rung following Epiphany and Candlemas Procession.
1593487,1,First on 12: 8.
1591855,0,"Rung on national Curmudgeons Day and dedicated to Somerset's own resident curmudgeon, Adrian P Beck."
1591674,0,First of Surprise Maximus: 7.
1591790,0,Rung as part of the Southwark Festival of Ringing 2023
1591762,0,Rung for Candlemas.
1591707,0,To entertain the visitors to Croome Park.
1591890,0,Circled the bells 117 times - treble
1591890,1,First treble dodging as conductor
1591821,0,"A goodbye compliment to Revd. Dallas Ayling, incumbent, whose last Sunday it was today before retirement.  1st on Treble: 1."
1676456,0,Probably Roger’s first on 10 as conductor (unless anyone knows better).
1676456,1,For evensong.
1628832,0,First on eight: 8.
1591814,0,"Rung to celebrate the 110th anniversary of the first peal on the bells, 1 February 1913."
1591814,1,Birthday compliments to Greg (today).
1591785,0,First proper quarter peal - 2
1591940,0,1st quarter peal on 3 for all
1591940,1,1st quarter for MARI KIMURA
1591692,0,First Surprise Major - 1
1591692,1,First Major on tower bells - 4
1591692,2,First in Scotland- 5
1592288,0,"Rung to celebrate the birth of Adam Joseph Kelly Baird, son of Tom and Tiffany (Eltham ringers) and brother to Hugh."
1591637,0,First in the method on handbells 1-2.
1591914,0,Rung for Evensong & Benediction
1591887,0,Rung for evensong
1781295,0,"50th Quarter Peal - 4, First of Surprise as Conductor - 6."
1781295,1,"A birthday complement to our friend Andrea Piasentà, bell ringer and enthusiast in the north of Italy."
1591848,0,"Rung with the best wishes of all the local ringers to our Rector, Rev'd Jane Proudfoot, who took her final service today before having her second hip replacement.  Jane has been a great supporter of the bells, not least during the Bell Project which gave us our new ring, and her continued support is much appreciated by us all. We look forward to seeing her back at church very soon."
1591815,0,"Rung in celebration of the life of Harold Arthur (""Harry"") Minns, a regular ringer at this tower who died in his 100th year and whose funeral took place on 25th January at Caistor. Harry was instrumental in the formation of the Twinning Committee which twinned Grasby with St Remy de Sille in Normandy."
1591834,0,For Evening Communion Service
1592592,0,"Rung half muffled in memory of Adrian Jones, a long standing member of the Halesowen band."
1591929,0,"16th Birthday compliment to Mason Crane, son of Richard Munnings, who lives in this parish. A peal of 16 methods called round early."
1591750,0,For UBSCR dinner weekend.
1591750,1,Birthday compliments to Robert Beavis for whom the length was especially chosen.
1591850,0,First even bell Grandsire by all
1591645,0,For morning service
1591838,0,Rung in celebration of Fr Graham Bott as he retires from the church following 9 years in service at Holy Angels Hoar Cross.
1591838,1,First peal of 41 spliced surprise minor: 3
1655159,0,"Especially arranged and rung with best wishes to Revd Clive Main, prior to his last service before retirement."
1591799,0,First in method: 3
1592618,0,"First QP for a long time 1 & 6. First QP since becoming a grandma to Archie and Everly of Perth, WA 6."
1591825,0,Rung in memory of our friend A J Barnfield. AJB was a stalwart of the Sunday evening band at Knowle for over twenty years. RIP.
1591825,1,For the evening service.
1591863,0,"We rang a 360 for each of Gilly, Jacquie and Marika ringing the treble - longest length so far for each of them. Cara Capewell stood with the treble ringer."
1591763,0,Rung for the Candlemas service and in thanksgiving for the life of “Bobby” Downing.  1928 - 2022
1697855,0,First on 12 inside - 6
1591778,0,Rung prior to the Nativitas service and as an 85th birthday compliment to Sheila E M Parry.
1591915,0,1st on 12 in hand - 11-12
1591899,0,First in method: 7-8
1591899,1,First in method in hand: 5-6
1591788,0,In memory of Sheila Barton who would have been 91 today.
1591787,0,"100th together - 5,6."
1591823,0,First Major: 4
1591823,1,First in method: 3
1591823,2,For Evensong (and accompanied by a very loud choir practice)
1591603,0,For Morning Service
1591737,0,Rung for Evensong.
1591737,1,First QP for more than 25 years:1
1591761,0,For Evensong.
1591761,1,"In memory of Andy Salisbury, Tom Roast and Eric Hitchins, members of the St Peter Mancroft Guild, who died in the past few months."
1591897,0,Rung before the service of licencing of Rev Jon Tearne as vicar of St Peter's.
1591905,0,"For the sequence of music and readings for Candlemass. With best wishes to John Armitage, grandfather of Ben and father in law of Brian, for his 80th birthday on the 31st. Also to Ben, John’s only grandson who shares his birthday with his grandfather, on his 17th birthday."
1591620,0,First  in method: 2.
1591647,0,First of Major in over thirty years: 2.
1591724,0,For Evensong
1591776,0,4: 1st inside in method.
1591797,0,"For evensong, and in memory of Lynne Marks of Middleton on the day after a service of celebration of her life"
1591928,0,Rung by The Bellerophons for National Puzzle Day.
1591928,1,First in method for all except 1.
1591928,2,400th together: 1 & 2
1591922,0,"Celebrating the final 747 produced, being rolled out two days from now."
1591605,0,For benefice communion service
1591635,0,"With grateful thanks and best wishes to Rev Debbie Hore (Associate Minister) and Richard Hore, as they leave the parish."
1591860,0,"Rung by a Sunday Service band in celebration of the life of Roger Tebbet, Organist Emeritus of Selby Abbey, who died on Thursday 26th January 2023."
1591738,0,For Evensong.
1591738,1,First Cambridge Maximus: 5 & 8.
1591942,0,First quarter:  1.
1591819,0,Rung on the light eight and before Choral Evensong.
1593473,0,Rung in thanksgiving for the life of Vic Leverett O.B.E. long time Youth and All Saints' Band Leader who died 2/1/23. Also Birthday compliment to ringer of 2 for 15/1/23
1591730,0,First for all except 6
1591836,0,First quarter in all the methods by all the band.
1591836,1,42 years since the Hitchhiker's Guide to the Galaxy TV series first aired.
1591836,2,A birthday compliment to Eileen Law (97) and to Charlotte Lawrence (8)
1591826,0,"Arranged and rung as a 70th birthday compliment to Jill Nicol, churchwarden of Stowey."
1591826,1,2800th quarter as conductor
1591759,0,For the Christingle service.
1591759,1,25th Q as conductor.
1591372,0,For all Australians.
1591372,1,In support of a referendum on an Indigenous Voice to Parliament.
1591969,0,First of spliced  Caters & Royal for all the band
1591969,1,Big Birthday treat for the Conductor
1592101,0,"For Sunday Service, and in celebration of the life of Sharon Taber Goin Jolly, a friend of the 1."
1591703,0,Service touch rung prior a special Evensong dedicated the life of Lady Joy Richards
1591693,0,Birthday compliment to Sheila E. M. Parry.
1591872,0,Farewell to Rev. Robert Jackson on his last Sunday as Priest in Charge of the Parish of Whitehaven
1592094,0,"First quarter peal for Eleni Oakton. Also, well done to Ian Chapple for teaching Eleni and Laura."
1591841,0,For Evensong
1591911,0,"In memory of Raymond D Oliver, a bell ringer at St Mary's Wistaston in the 1970's."
1591962,0,Rung for Evensong at Candlemas.
1591962,1,First of Erin Cinques - 2.
1591777,0,"Rung as a farewell compliment to Rev Kevin Flanagan, leaving for Meriden."
1591777,1,200th quarter in the tower. First in method - 5.
1591616,0,Rung prior to Morning Eucharist
1591223,0,First on a proper inside pair: 3-4.
1591138,0,Most Delight Minor for all. 100th together: 1 and 2. 750th for the Society: 3.
1591236,0,Here is to next time. It would have been a first in triples for  5 of the ringers. We will get there
1591230,0,"Rung after a failed quarter of triples, (we are determined to get it soon). Jon Billington and Lucy Tennant are associated with this quarter as they were in the triples. Well done all."
1591198,0,For UBSCR Dinner Weekend
1773704,0,"Birthday compliments to Christina (2), whose age in no way relates to the number of changes."
1773704,1,Rung in memory of Ged Taylor.
1773704,2,"Birthday compliments this weekend to Kate & Ant Westall, village residents."
1591108,0,"A UBSCR Dinner hangers-on peal. Marking 50 years of peal ringing for Robert M Wood, whose first peal was at Butcombe on 20 January 1973. First peal in the method."
1591108,1,Butcombe Delight Royal
1591108,2,b -30-14-50-1678-78-10-14-1230-78-90
1591202,0,Rung open in celebration of the life of Donald R Marshall.
1591202,1,Including 5 former and present members of Bangor University
1591202,2,First peal on 8: 2
1591202,3,One of Donald's favourite compositions
1591163,0,Rung in memory of Berkswell ringer Leslie Lunn who would have been 100 on 27th January and to celebrate the 70th birthday of Steven Tibbetts
1591215,0,Circled the tower: 3
1591144,0,Completes the Surprise Major alphabet as conductor: 8
1591127,0,Rung following the memorial service for Sue Cooper.
1591069,0,1st 5-bell Quarter Peal 'inside'- 2. Rung for Brigg monthly Farmers Market.
1591091,0,First Plain Bob Minor: 5
1591091,1,For UBSCR dinner weekend
1591167,0,For the Southwark Cathedral Society Festival of Ringing
1591691,0,For the Southwark Festival of Ringing.
1591358,0,Treble - first hunting without assistance
1591358,1,3 - first on a fully-affected bob-bell
1591358,2,The ringer of the 3rd bell is resident in the parish. Best thanks to the local authorities for the use of the bells.
1591358,3,"On the usual Guild AGM Saturday which, exceptionally, this year, is removed to May."
1591960,0,"As a compliment to Heather Squires, a long-time verger of this church, on her forthcoming 81st birthday"
1591211,0,Longest length of Surprise - 3 and longest length of treble bob hunting - 1.
1591211,1,Rung on the Liverpool simulator.
1591209,0,First of Surprise at first attempt 3 & 5. Compliment to the ringer of the third on her approaching 50th birthday.
1591209,1,First with this name and first for seven years - 2.
1591209,2,Rung on the Liverpool simulator.
1591098,0,"To welcome Bex and Anthony’s new cat, George."
1591233,0,Rung in the hope of an improvement in the situation in Ukraine and in the UK. First in variation number 2. Well done everyone.
1591162,0,"In loving memory of Jean Enzor, 22.4.1926 to 31.12.2022"
1591188,0,"Happy memories of Fred Pitman, 13.12.1916- 28.01.1988"
1591188,1,8/50
1591066,0,First inside: Elspeth
1591351,0,"Celebrating retired former Archdeacon, The Ven. Paul Wright, joining of the Farnborough Parish Ministry Team and in anticipation of the Confirmation Service to be conducted on 29th January by The Rt Revd. Dr Jonathan Gibbs, Bishop of Rochester."
1591150,0,First Stedman as Conductor. 200th peal: 9.
1591124,0,First triples inside: 3
1591124,1,First stedman triples: 5
1751877,0,First Quarter Peal as Conductor.
1919731,0,Rung during the monthly Farmers' Market and to congratulate Nick (tenor ringer) on  50 years Membership of the Peterborough Guild this month.
1591206,0,Rung before the Mansfield District AGDM.
1591206,1,First in method - 2
1591093,0,150th for the Association- 6.
1591093,1,2550th peal - 3.
1591093,2,Happy birthday to Jim for yesterday.
1591194,0,1st surprise major as conductor on real bells.
1591092,0,On UBSCR Dinner Day. Remembering Anthony J Barnfield.
1591076,0,To celebrate 65 years since the dedication of the church.
1591076,1,On Dinner Day.
1591076,2,Many thanks to Yorkshire for standing in at short notice.
1591122,0,"Rung to welcome William Rohan Wilby Taylor, a son for Hannah and Kevin, born 24 January 2023."
1591228,0,First peal of Minor on the bells since 1911
1591228,1,"Remembering Pope Benedict XVI, who died recently."
1591131,0,"Rung to welcome William Rohan Wilby Taylor, a son for Hannah and Kev, born 24 January 2023."
1591131,1,"100th together: 2, 9."
1591157,0,"Rung prior to the service marking the retirement of Rt Rev Mark Ashcroft, Bishop of Bolton and previously Archdeacon of Manchester."
1591181,0,"Rung in memory of Lynne Marks, a ringer at this tower, following a service of celebration of her life, by members the local band and their supporters."
1591360,0,"In thanksgiving for the life of John W. Stephenson of Hornchurch, Essex."
1592006,0,For UBSCR dinner day.
1592164,0,"Rung by the local band with the bells half muffled to mark the anniversary of the death of The Right Honourable Frederick John Robinson, first Earl of Ripon, who died on 28th January 1859."
1592164,1,"Lord Ripon lived at Nocton Hall and owned the Nocton Estate. All Saints Church was built as a memorial to Lord Ripon and the peal of six bells were given by his wife Lady Sarah Albinia Louisa, Countess of Ripon in 1865 in memory of him."
1592164,2,"He was a former Chancellor of the Exchequer as well as a former Prime Minster, and is buried in the family vault here under All Saints."
1591831,0,"By members and friends of the St Peter Mancroft Guild of Ringers on Guild Dinner Day, in fond memory of Andrew Salisbury, Tom Roast and Eric Hitchins, all members of the Guild, who died in the past few months."
1591831,1,First peal on 12 and first of Stedman: 4.
1591176,0,Rung on real handbells 9-10 with Abel using recordings of our other handbells.
1591930,0,Rung by The Bellerophons for International Lego marking the 65th anniversary of Lego being patented.
1591930,1,Rung for the January 'Doubles of the Month' Challenge.
1591930,2,First in variation for all.
1591930,3,First on a non-adjacent pair - 1-6.
1591930,4,240th together - 3 & 4.
1591930,5,270th together in Ringing Room - 2 & 3.
1591930,6,300th together - 2 & 4.
1591149,0,"In celebration of the life of W John Kinchin (1938-2022), grandfather of 6, whose ashes were buried in Yelvertoft (Nhants) this afternoon, his 85th birthday."
1591149,1,Rung with tenor covering due to meeting short.
1591149,2,First in new name: 6 (né Westman).
1643501,0,On Society dinner day.
1643501,1,This unfortunately ended up being the last ever Wankie in the house.
1591081,0,Rung as a birthday compliment to 5+6.
1591081,1,"Also remembering Jo Alborough, on what would've been her 50th birthday."
1591352,0,600th peal together - 2 & 9
1591352,1,Remembering Jeffrey Knipe who passed away 30th January 2022
1591235,0,First touch on an inside pair: 3-4.
1591607,0,For UBSCR Dinner Weekend
1591369,0,"First Stedman Cinques in hand 3-4, 5-6, 9-10, 11-12."
1591369,1,To welcome Valerian Hescock Russell and Alexander Miles Winter
1591216,0,1st in method for all. Rung to mark Southend-on-Sea becoming a city in March 2022
1591074,0,"In memory of the Reverend David Brewin, Rector of this parish for 15 years and Dr David Parkes Bowen who learned to ring at age 78 and rang until age 90; 1st in method 5 & 6"
1591187,0,"Remembering Sheila's dad, Fred Pitman, who died on this day 35 years ago and Garrod's son, Giles, who died 22nd January 2011"
1591187,1,7/50
1591353,0,"To congratulate Graham L. Epps on his recent appointment as Tower Captain here and refounding the local band, and respectively 70th and 75th birthday compliments to Mrs Maggie Pedder and D. Paul Smith. Also birthday compliments today to Bro. D Garland of the GSS."
1590923,0,A birthday compliment for 3.
1591227,0,For Candlemas.
1591145,0,"Rung in affectionate memory of Tony Clarke, Tower Captain at Wing, who died on 8th July 2022. Today would have been his 100th birthday. Grandsire was Tony’s favourite method and a number of members of Tony’s family and many ringing friends gathered in Wing today to celebrate."
1591158,0,First of Spliced Maximus: 2.
1591158,1,First of Spliced Maximus on tower bells: 5.
1592079,0,Rung on tower dinner day.  First in method for all except 2.
1711665,0,"Rung to celebrate the life of W John Kinchin on the day of his 85th birthday. He was born in this village, and his ashes were interred in the cemetery following the peal."
1591234,0,In memoriam of Donald R Marshall.
1591234,1,Rung half-muffled following Donald's funeral service at this church.
1591226,0,150th peal for the Association - 1
1591226,1,Birthday wishes this week to:
1591226,2,"Ann (79), Peter (80) and Kevin (70)"
1590928,0,"Rung in thanksgiving for the life of David Garnett, husband to Janet on the day of his funeral."
1667537,0,First handbell peal of 23-spliced for 7-8 and for the Society.
1667537,1,Rung for UBSCR dinner weekend.
1590917,0,Rung for UBSCR dinner weekend.
1592141,0,Rung by a resident band for the 79th Anniversary UBSCR dinner weekend.
1592141,1,First peal on the bells since 2016.
1592141,2,"First peal: 1, 4."
1592141,3,"First on 6: 2, 6."
1592141,4,First of doubles: 3.
1590952,0,First blows in the method: 3.
1590952,1,"Rung in memory of the composer, AJB."
1590843,0,"For Holocaust Memorial Day, and for the monthly Coffee and Cake morning in the Village Hall."
1591061,0,Rung on Holocaust Memorial Day
1590911,0,"First in the method: x14x38.12.38.12.38, LH 12"
1590911,1,"Named after Sir Thomas (later Lord) Roe, 13/07/1832 - 07/06/1923, donor of the third bell in this tower."
1590955,0,Rung on the eve of the BUSCR dinner.
1590955,1,First Spliced Minor: 3
1590901,0,Rung for the BUSCR dinner.
1590901,1,"Dedicated to the stay of the tenor bell, which went to the great belfry in the sky on this occasion last year."
1590882,0,800th quarter peal: 4
1591232,0,250th peal together 1 and 2
1717058,0,"Rung to celebrate the 30th anniversary of the release of the PC (DOS) simulator program Abel. The current release of Abel was used for sound with the clappers clamped. The back 6 of the middle 8 bells were rung, with the bell sounds adjusted to form a true 8 in A - from original recordings made on 12th October 2018 with Ruth Jakeman ringing each bell in turn."
1717058,1,"First quarter using simulator at Hackney, and first quarter for all ringers on real bells with simulated sound."
1590738,0,Rung half muffled with the sound control open in support of LB Hackney's Holocaust Memorial Day Ceremony held in the Council Chamber at the Town Hall.
1590844,0,For Holocaust Memorial Day.
1590844,1,First blows in the method (2).
1590884,0,400th peal - 7
1590884,1,The 50th peal in the tower.
1590884,2,"On the 50th anniversary of Ralph’s first peal, in the same method and composition."
1590912,0,First in method - 2
1591059,0,First in method: 6.
1797124,0,First in method - 4 and 8.
1590643,0,"Rung to celebrate the retirement of John, and to wish him well on his travels in 2023."
1590643,1,"Birthday compliments to Ian, and Jim (today)."
1591615,0,First in method: 5.
1591615,1,First in method on tower bells: 3.
1590922,0,1700th Quarter and final quarter on current hip: 2.
1590839,0,For Holocaust Memorial Day.
1590918,0,Most methods for a quarter: 2
1591060,0,Believed to be the first extent in variation 180g/df.
1590731,0,"With compliments to the LLM here, Margaret Mallett, on her years of service for the Diocese of Norwich and particularly for her help to curates"
1590664,0,Birthday compliment to Chris Turner.
1590889,0,Circled the tower twice: 6
1590889,1,75th QP together: 2 & 6
1590733,0,For Holocaust Memorial Day
1590908,0,"Rung as part of the 2023 Southwark Festival of Ringing, and as a compliment to Hannah and Kev Taylor on the birth of their son William, and Phil and Lucy Burton on the birth of their daughter Leila, both this week."
1590949,0,"In memoriam of Alan Marshall, former church warden at this church who died suddenly last week."
1591094,0,Birthday compliments to 5 and 6 for this weekend.
1591094,1,£3
1590953,0,For the International Day of Commemoration in memory of the victims of the Holocaust.  The band wish to associate this quarter with Barry Jones who was due to ring here tonight but was struck down with illness.
1590455,0,5 -- 4150th peal for the Association.
1590471,0,"Rung to celebrate the life and work of Edward Jenner, pioneer of vaccination, on the 200th anniversary of his death"
1593592,0,Rung half muffled (at the request of the Archdeacon) prior to the service marking the closure of this church.
1590421,0,"Rung in memory of Val Blackburn, mother of 7-8."
1797125,0,First Treble Bob Major-1.
1797125,1,"No pain, no gain!"
1907460,0,"Rung with ""lockdown"" friends"
1592056,0,"Remembering Richard Wilson, a former member of this band, who died recently."
1592056,1,"With best wishes to the treble on passing her 75th birthday,"
1590476,0,Rung for the 40th Anniversary of the Dorset County Association.
1590476,1,100th peal together 3 and 8.
1590553,0,First of Major: 2
1590553,1,"Rung in memory of Philip C Rogers of Pembroke, father of 6, father-in-law of 1."
1590572,0,"First on 12 in hand: 7-8; First Kent TB Max in hand: 3-4, 9-0"
1590549,0,Rung in memory of Margaret Munson who died 16th December 2022.
1590518,0,Rung on real handbells 13-14 with Abel using recordings of our other handbells.
1590571,0,Rung by The Bellerophons for the Feast of Saints Timothy and Titus.
1590571,1,"First in method - 2, 3, 4, for The Bellerophons and on Ringing Room."
1590571,2,320th together - 3 & 4.
1590571,3,330th together - 2 & 4.
1590437,0,Rung by The Bellerophons on National Spouses Day
1590437,1,50th together: 3 & 6
1590540,0,"First in method: 1-2, 4, 5, 7, 8"
1590560,0,First of spliced Major: 2
1590547,0,First touch in the method for all the band
1590546,0,"Rung half-muffled in memory of Gerald Newth, a former member of the band here, whose funeral was today."
1590543,0,1st Quarter Peal 6
1590563,0,Rung in celebration of some amazing academic results.
1590521,0,Rung with Best Wishes to Dianne Adair in recovery from her recent surgery.
1590450,0,"Rung in memory of Noreen Swan, who died 4th January aged 99 yrs."
1590481,0,"Rung by members of the Ladies Guild, Eastern District and friend. 1st in m: 2."
1590558,0,"First in method by all; rung in memoriam Dave Garnett of Over, whose cremation is being held in Cambridge tomorrow"
1590568,0,"1st QP on treble: 1, 30th as conductor"
1590568,1,Rung to celebrate the achievements of the re-formed ringing team at Weston-on-the-Green.
1590315,0,Rung in memory of Philip and Eileen Hudson on the day of Philip’s funeral.
1590349,0,"In memory of Delena Long, wife of Jack"
1590648,0,"First quarter on a working bell - 1. A compliment to Sue on her retirement, in the tower where she learned to ring. Completes the set of thank you and farewell quarters at each of her three churches with ringable bells,"
1590321,0,For Burns Night.
1590321,1,First in method  (2).
1590347,0,First peal in the method.
1590347,1,Crocus Delight Major: j 34-34.1-56-36-2-5.6-56.7
1590516,0,"In memory of Philip J H Hudson former ringer at this church and secretary of the Rochdale Branch of the LACR 1957 to 1960 whose funeral took place earlier today at St Leonard's Wollaton, Notts."
1590516,1,Also in memory of A Peter Ogden ringer at East Crompton.
1590334,0,Dedicated to Rev'd Richard Clarkson celebrating his Installation as Rector of Kinver and Enville on 22nd January 2023.
1590334,1,Ringer of 1 has now achieved Learning the Ropes Level 5
1590397,0,"Ringing included calling the bells into Queens, and touches of Grandsire and Plain Bob Doubles."
1590397,1,Rung During A Visit Of Her Majesty The Queen Consort To Lacock.
1590273,0,1st in method on handbells 5-6
1590346,0,On the way to completing Cathedral Handbell set.
1590346,1,In memory of DEH’s phone.
1590345,0,"First in M in hand: 3-4, 5-6, 7-8"
1590407,0,"After a failed quarter peal attempt in memory of Megan Rowse, sister of Vicki, who died 13/10/22 and would have been 60 today."
1590407,1,","
1590339,0,With best wishes to Tom Hooley due to ring in this attempt.
1590534,0,In memory of Ronald Blythe CBE. Author of Akenfield. (6.11.1922-14.01.2023)
1590351,0,Arranged and rung to mark a decade of peal ringing at St Agatha's.
1590351,1,https://bb.ringingworld.co.uk/view.php?id=1082799
1590240,0,200th Peal: 3.
1590240,1,"With best wishes to Robert Brown, hoping the other booking in his diary was as enjoyable as the peal we rang."
1592080,0,First peal on eight - (1)
1592080,1,250th together (5)&(7)
1592080,2,Circled the tower in eight peals -(5)
1590317,0,Rung in memory of Philip J H Hudson.
1590317,1,First peal in the method:
1590317,2,-38-1456-56-18-12-18-12-34-78 le12 b
1590410,0,First Minor inside - 4
1590410,1,Circled the tower - 1
1590410,2,"In memory of James Frederick Warner, uncle to the conductor and great-uncle to the ringer of the third. 22.8.1935 - 20.1.2023"
1590220,0,Rung for the 40th Anniversary of the Dorset County Association.
1590220,1,5 first as conductor of Plain Bob Doubles
1590220,2,2 & 4 first inside on 5 bells
