perf_id,position,footnote
1097760,0,An 86th Birthday compliment to Her Majesty the Queen (21 April).
1097760,1,First in v: 2
1097760,2,First in multi-doubles: 2
133197,0,For evensong and to wish Beryl Joyce a Happy Birthday on 23 April.
1108184,0,For Evensong.
1108184,1,First of Bristol: 2.
1063065,0,Rung for the Worcestershire County Council Civic Service
1116511,0,For Evening Communion
133317,0,First Cambridge Surprise Royal - 6
133317,1,Rung to celebrate the birthday of HM Queen Elizabeth II.
1127875,0,For St George's Day
1049712,0,Rung following Morning Service.
301850,0,To welcome Clapper Collings.
133322,0,For Evensong on the eve of St. George's Day
1085904,0,"Rung especially for and prior to the Annual Easter Carol Service, sung by the male-voice Parish Church Choir."
396417,0,First blows in the method; 6
133198,0,Significant birthday compliment to Pauline Smith.
1112623,0,First of Major: 5
1066137,0,50th together: 1 & 5
1087522,0,"Rung for the closing of the ""Flowers for The Titanic"" flower festival taking place in the church."
1657191,0,Congratulations to John and Beryl Baldwin on their golden wedding anniversary.
133623,0,With best wishes to Bill Croft who was unable to ring in this peal due to illness.
1103563,0,To celebrate the Golden Wedding Anniversary of David and Margaret Tapscott (21st April).
1103563,1,1: 1st away from cover
1076504,0,A huge thanks to Susannah for coming out of quarter peal retirement yet again. No PJs this time either!
133382,0,For the boy scouts St George's Parade service.
133382,1,£5
1049430,0,6 - First quarter
133389,0,1st away from cover: 1. Rung following the last service taken by the vicar Marcus Ronchetti and best wishes as he takes up his new parishes in Spain.
133389,1,£3
1116516,0,"Rung in memory of Andrew Pollock, ringer and friend."
1052186,0,"Rung for:- St Georges Day,Queens birthday, Shakespears birthday."
1086534,0,For Evensong
1699440,0,For Evensong
133335,0,Rung for Evening Service.
133624,0,Rung by St Peter Mancroft Guild members for St George's Day.
1595778,0,"Rung for service, the 60th anniversary of the St Nicholas Society and as a 70th birthday compliment to John S Walker of St Neots, formerly of Stanton St John and Marston."
1146655,0,For Evensong and to celebrate the 80th birthday of Geoff Perryman
1071435,0,For evensong and to celebrate the festival of St George. Birthday complements to Sandy Saavedra
1109810,0,Rung for St George's Day
1097426,0,1st QP in hand - 7/8
1138067,0,1st QP inside -3
1585058,0,On the eve of St George's Day for Patronal Festival Evensong.
1696111,0,"For Evensong and to mark St George's Day, the birthday of Queen Elizabeth II and the 448th anniversary of the birth of William Shakespeare."
396496,0,"Rung to mark the 10th anniversary of the conductor's first peal (20th April 2002 at Blankney, Lincs)."
396496,1,First peal of Spliced (and most methods) to be rung on the bells.
396496,2,50th peal with the Society: 6.
1446650,0,Rung to celebrate Mr & Mrs A Hammonds Diamond Wedding anniversary and the birthday of Her Majesty Queen Elizabeth II
1097410,0,For Evensong
1086535,0,"For Evensong. Most m/v: 2, 4 and as cond."
1106217,0,First in method: Jackie Harrison
1106217,1,To celebrate the life of Michael Harris
1098425,0,For evening service.
1098425,1,"First major - 1,3,4."
1056238,0,"Rung to welcome Bishop Christopher to the Deanery Confirmation Service. Best wishes to all the candidates especially Vicky Semak, a ringer here at All Saints."
134346,0,"Rung for morning service on the eve of St George's Day for parade services with the family of scouts and guides. Also to mark the wedding of Victoria Barnes and Adrian Brockless on Thurs 12 April, son of Jenny Brockless, one of our ringers, who was not able to ring in this quarter peal due to a pending operation on her wrist."
134346,1,£1.50
1109141,0,For Evensong and to welcome Louise Mary McCann - born 15th April 2012 - Grand-daughter of 3 and Great-neice of 8
397159,0,Rung by a band of undergraduates.
397159,1,"First peal of 8 spliced Surprise Major: 2, 4, 6"
397159,2,First peal of spliced as conductor.
397159,3,First peal for the society: 5
397159,4,Birthday compliments to Robert Sworder (25 today) and Daniel Meyer (18 yesterday).
1798744,0,"For Evensong. Rung at the end of a week of events to mark the millennium of the martyrdom of St Alphege, Archbishop of Canterbury."
1078238,0,For evensong.
1073910,0,A compliment to Gillian Harris who successfully completed the London Marathon earlier today raising over £1000 for the Southwark Cathedral bell restoration project.
1073910,1,"Also, birthday compliment to Robert Sworder."
396435,0,For Evensong and to celebrate the birthday of HM Queen Elizabeth II in her Diamond Jubilee Year.
396435,1,Most methods- 2.
1079944,0,Most spliced: 6 and 7.
1110408,0,1st spliced S Major in hand: 5-6
1110408,1,1st spliced S Major away from the trebles: 7-8
133175,0,By a Middlesex Association Southern District band
417102,0,Remembering Harold Rogers and for St. Georges Day
1068365,0,In Memory of Patricia M. Bailey.
133244,0,400th peal on the bells
1082837,0,For Evensong.
1114299,0,An 83rd birthday compliment to Eric Piprell.
1114299,1,15 of 60
133184,0,For Evening prayer.
133184,1,"An 83rd birthday compliment to Eric Piprell,"
133184,2,15 of 60
133216,0,Rung for 'Spirit Level' contemporary evening service and for St George's Day (23 April)  * second quarter rung today for St George's Day
377664,0,Farewell and good luck to Colin and Margaret Reeves on their move to Devon.
1069030,0,Congratulations to Makaela Papworth on running the London Marathon.
1089809,0,Rung for the Patronal Festival.
133346,0,For Deanery Evensong and the visit of the Bishop of Mityana
1401696,0,1st peal: 5.
1401696,1,"Rung to commemorate the millennium of the martyrdom of St Alphege, Archbishop of Canterbury and patron saint of this church. John Legg and The Revd David Cawley would like to be associated with this peal."
133713,0,To celebrate the birthday of HM Queen Elizabeth II.
1104801,0,3 - first inside.
1104801,1,Rung for Evensong to celebrate the Queen's Birthday and St.George's Day.
1059640,0,"Rung in celebration of the enthronement yesterday of the 97th Bishop of Winchester, The Rt. Revd. Timothy Dakin. Also to record the dedication today of a chapel to St Alphege, former Bishop of Winchester, martyred one thousand years ago this week."
1059640,1,First quarter on 12 - 2.
1127064,0,150th quarter - 2
133639,0,First attempt: 3. Rung on the eve of St Georges's Day
134824,0,For Morning Service. Also to celebrate Chris' 60 years of Ringing.
133199,0,An 86th Birthday compliment to Her Majesty the Queen (21 April) and for St George's Day (23 April). 1st Triples as conductor. 25th together: 2 & 3. For SE District Quarter Peal Fortnight.
133697,0,Rung on the light eight in memory of Gordon A Halls MBE (1931 – 2002). Gordon was instrumental in rehanging these bells in a frame for thirteen in 1995 and then in their augmentation in 1997.
133144,0,First in method by all except tenor. 700th peal as conductor. A birthday compliment to H.M. The Queen.
396413,0,Rung to celebrate the 86th birthday of Her Majesty the Queen
442992,0,"1st Q: 6. 1st inside for 35 years: 2. In memory of Thomas Ash, 2nd World War veteran who fought in North Africa & Italy. A local councillor for 20 years and first Chairman of the Aldridge Brownhills Council. His daughter Zoe & daughter- in-law Sophie are active ringers."
1906665,0,Rung by friends and family in affectionate memory of Harry Winter (1953-2011) during the season of his Year's Mind.
1047989,0,Rung for the 86th Birthday of Queen Elizabeth II and for her Diamond Jubilee
133206,0,First peal in the method.
133206,1,With best wishes to Roy LeMarechal for a speedy recovery.
133124,0,First peal in the method.
396410,0,"To mark the enthronement, later today, of The Rt Rev'd Timothy Dakin as the 97th Bishop of Winchester."
1926684,0,Rung to celebrate the wedding today of Lilian Ingham to Sean Huggins
1047214,0,Birthday compliment to HM the Queen
133323,0,Rung to celebrate the 86th birthday of H M Queen Elizabeth II
133323,1,18 birthday compliment to Daniel Meyer
1124612,0,Rung for the 86th Birthday of H M the Queen
1137400,0,86th Birthday compliment to Peter Hackford on 23rd April.
1116510,0,Part of a ringing day/family event in aid of Wicklow Hospice.
1059105,0,Rung to mark the 86th birthday of Her Majesty Queen Elizabeth II.
1059105,1,1400th quarter : 5.
1056568,0,"First Grandsire 3, 5"
1056568,1,Rung by a tower band and believed to be the first Quarter Peal of Grandsire ever by a Burton band.
1091443,0,Rung to celebrate the 86th birthday of HM Queen Elizabeth II
1091443,1,First in method - 2
133212,0,Rung on H M The Queen's birthday in her Diamond Jubilee Year
396412,0,First peal at first attempt: 6
396412,1,First peal as conductor since 1988
396412,2,"Rung to celebrate the Centenary of the Surrey Association Southern District, Charlwood being one of the founding towers"
1090349,0,First surprise: 4
1090349,1,A birthday compliment to Tom Ridgman
133128,0,First quarter 6.
133128,1,"Rung as a compliment to the vicar, Rev Andrew Body, on his impending retirement."
1084781,0,Rung to celebrate the Centenary of the Ladies' Guild by members of the Eastern District of the Guild. Also as a compliment to HM Queen Elizabeth II on her 86th birthday and to wish Alison well in her new job. 1st in m. as C.
1111557,0,To clebrate the 86th birthday of HM The Queen.
1111557,1,Arranged by Tim Leathers as a school extended project.
1111557,2,1st as conductor and of Minor - 6
1111557,3,1st Minor - 2
1135529,0,Birthday compliment to Barbara Leigh.
133824,0,"First Quarter Peal: 1, 2 & 6"
133613,0,Rung to celebrate the Queen's 86th birthday.
133613,1,"This peal was also rung to mark the 100th anniversary of the birth of Kathleen Ferrier CBE, born at Higher Walton, Lancashire on 22nd April 1912."
133620,0,Wedding compliment to Gillian and James MacPherson.
133620,1,"First in principle: 1,2,3."
133620,2,First in principle as conductor.
133620,3,Circled tower to peals: 8.
133620,4,50th together: 6 & 7.
1076503,0,Birthday compliment to Mandy Fuller & Brad Fuller. Daughter & Grandson of Mervyn.
133231,0,Rung on Deepings Spring QP day and to wish HM The Queen a Very Happy 86th Birthday this day.
133231,1,1st QP in method: 2
1089811,0,Rung in memory of Mrs Babette Busby.
1816051,0,1400th Devon bell to a quarter: 4.
1816051,1,£1.50
1119312,0,For the St George's Day service. With thanks to Pat Donnelly and Margaret Roach for helping out with the simulator and ringing demonstrations today
1984478,0,In memory of Joyce Cornwall of Hughendon; this was the last new tower at which she rang.
133126,0,First of Stedman Cinques: 9
1144346,0,50th QP as conductor.
1144346,1,First QP in the tower since the recent re-shingling work and the installation of a new weather vane.
1099095,0,First on 8 - 3
133621,0,A 86th birthday compliment to HRH Queen Elizabeth II.
133621,1,500th peal together: 6 & 7.
133147,0,Rung on the 86th bithday of Her Majesty Queen Elizabeth II to celebrate her Diamond Jubilee.
133147,1,"The heaviest ten ever rung to a long length, and the longest peal rung in Scotland."
133609,0,An 86th birthday compliment to Her Majesty the Queen.
133194,0,First quarter peal at first attempt: 1-2.
133193,0,First quarter peal at first attempt: 1-2.
133188,0,Birthday compliment to Gail Martin.
133186,0,Retirement compliment to Madeleine Cheesman.
1984479,0,For the Queen's birthday.
1120690,0,"Rung to celebrate the life of Donald Davies, Bobbie's uncle and Astrid's great-uncle. The last family member of his generation."
1113987,0,Rung to mark the 86th Birthday of Her Majesty Queen Elizabeth II.
140845,0,An 86th Birthday compliment to Her Majesty The Queen.
1073909,0,To celebrate the 50th anniversary of the Chiltern Branch (to which this tower is affiliated) of the Oxford Diocesan Guild of Church Bell Ringers. Both the Conductor and Michael Pearson were members of the ODG before the Chiltern Branch was formed!
133685,0,Rung in memory of Gordon A Halls MBE (1931 – 2002) who was instrumental in the augmentation of these bells in 2001.
133685,1,600th quarter peal together 2 & 3.
133232,0,Rung on Deepings Spring QP day and to wish HM The Queen a Very Happy 86th Birthday this day.
133232,1,1st QP in method: 4
396458,0,"A 90th birthday compliment to Florence Aveyard, mother of the ringer of 3."
1133074,0,1st in method: 3
1133074,1,Rung to celebrate Her Majesty Queen Elizabeth II's 86th birthday.
133688,0,Rung in memory of Gordon A Halls MBE (1931 – 2002) who was influential on the frame improvements carried out on these bells in 2003.
134081,0,First peal on the bells since 1989.
1583539,0,On the occasion of the 86th birthday of HM Queen Elizabeth II
1066136,0,Rung to mark the 30th anniversary since the launch of the Sinclair Spectrum
133118,0,Celebrating Her Majesty Queen Elizabeth II's 86th birthday. Rung on the old front six.
133233,0,Rung on Deepings Spring QP day and to wish HM The Queen a Very Happy 86th Birthday this day.
133233,1,1st QP inside Emily Morgan
1816050,0,£1.50
424573,0,"With the best wishes of the band to Rev Canon Robert and Mrs Elizabeth Sibson, retiring after nine years in the parish of Sawbridgeworth."
424573,1,1st peal at 1st attempt: 2
133692,0,Rung in memory of Gordon A Halls MBE (1931 – 2002) who was instrumental in the augmentation of these bells from five to eight in 2001.
396459,0,Rung to celebrate the 86th birthday of Her Majesty the Queen.
396419,0,First of Spliced 5
396419,1,Rung to celebrate the birth of Alice Ingram by Leeds Parish Church Sunday Service Band
396419,2,3/12
1118966,0,First in the method 3 & 4
1118966,1,Rung in celebration of St George's day on Monday 23rd
133235,0,Rung on Deepings Spring QP day and to wish HM The Queen a Very Happy 86th Birthday this day.
133235,1,1st QP Graham Hardy; 1st QP in method Brenda Donaldson & Hilary Gentle.
133235,2,"Also rung in memory of Julian Morley, ringer at St Peter's Bexhill and friend of 6th, who died 16th April."
1973128,0,First peal of Stedman Triples: 4.
1797551,0,"Rung during the re-enactment, at Solihull Fayre, of the killing of Alphege on 19th April 1012."
1797551,1,First 8-spliced: 6
1208270,0,To commemorate the millennium of the martyrdom of St Alphege
1816049,0,£1.50
1984480,0,"The ringers of 2, 3, 4, 5, 7 & 8 were all part of the sponsored quarter peal band that went all around the UK ringing at all the churches dedicated to Holy Cross and Holy Rood with Father Philip Denton."
1984480,1,So far a total of 51 quarters have been rung; the numbers in brackets indicate how many quarters each has rung in and conducted.
1114995,0,First of Major - 5
1114995,1,Rung on the Queens Birthday.
1114995,2,SE District Quarter Peal Week.
1132628,0,Following a service of celebration for the life of Ellen Tilbrook.
1152489,0,Rang to celebrate the 86th Birthday of HM Queen Elizabeth II.
1152489,1,First Quarter Peal Inside 4.
1152489,2,Essex Association South-East District Quarter Peal Fornight.
1059909,0,First surprise as conductor.
133616,0,First in method: 5.
133164,0,Rung to celebrate the 86th birthday of HM Queen Elizabeth the second. Also to celebarte the enthronment today of the Right Reverend Timothy Dakin as 97th Bishop of Winchester. 14 of 60
396582,0,An 86th birthday compliments to Her Majesty the Queen.
1816043,0,£1.50
133305,0,£BD
1890721,0,"2, 3, 6: First quarter in the Method."
1890721,1,4: First in the method as conductor.
1890721,2,"Rung for the 200 th anniversary of the burning of Westhoughton mill, by the Luddites."
1085391,0,100th QP and 1st as conductor: 7.
1273573,0,To celebrate the 86th anniversary of the birth of Her Majesty The Queen.
396456,0,Most Spliced Major: 6.
396456,1,100th together: 3 & 8.
396456,2,800th peal as conductor.
1104381,0,Rung on the smallest six we could find.
1104381,1,Believed to be the first Dutchman to ring a quarter at the Minster (6).
1104381,2,(3/6)
1091444,0,"Birthday compliments to the conductress' brother, Ian."
1091444,1,(2/6)
1057247,0,First touch as conductor. This quarter completes (at 9.20 pm) a series of quarters rung today in York by the same six people at six different towers of six different methods conducted by six different people.
1057247,1,(6/6)
1095516,0,"A good deal of Cambridge (more than 1440 changes!) was rung today at this tower before the completion of this quarter. The first was prior to the morning Eucharist, but unfortunately a shift in course prevented success. We returned in the late afternoon to achieve victory."
1095516,1,(4/6)
1073010,0,"First touch as conductor, and first quarter inside!"
1073010,1,Looking forward to the picnic.
1073010,2,(5/6)
1084021,0,50th quarter peal (6).
1084021,1,"Rung during the gun salute taking place in the museum gardens to mark Lizzie's 86th birthday, God bless her."
1084021,2,(1/6)
1462595,0,"First quarter peal in the method: 2, 4, 5, 6, 10."
1462595,1,With 86th birthday compliments to H. M. The Queen and 22nd birthday compliments to Charlotte Flower.
176575,0,"For the birthday of Bryony M Holdridge, daughter of the ringer of the 6."
176575,1,Also an 86th Birthday compliment to Her Majesty The Queen.
134080,0,First Surprise in hand: 5-6.
1047827,0,1st Yorkshire Major - 2
1134524,0,First in method - 5.
1134524,1,"Birthday compliment to Mariella Mclean, Grand-daughter of 6."
1049873,0,Rung following the Thanksgiving Service for the life of Jennifer Bulteel
133052,0,1st quarter 1
133050,0,First of Surprise: 5
1135340,0,"A North Wales Association ""Diamond 60"" quarter for the Queen's Jubilee Year."
133143,0,Rung at the end of the Tadcaster Tower Outing Day
133143,1,£3 Donation
133419,0,First Quarter in Method
133419,1,HMS St Albans Delight Minor
133419,2,36x34.16x12x36.14x12.56-14
133446,0,"Rung in memory of Patricia M Bailey who, together with Muriel (1) and Diana (3), was a member of the Helmingham band in the 1950s."
1128862,0,"With the best wishes of the band to Ron Warford, wishing him a speedy recovery and return to ringing."
1118702,0,Most methods in a quarter peal: 3
424584,0,"1st in m - 2,8,9"
1068068,0,First in method - 4
133042,0,RNGB Quarter Peal Day
133042,1,"Celebrating the birth of Erin Lillian Violet Haisley, first granddaughter of Mike and Mary Blissett."
133042,2,"Also in celebration of the life of WOWEA Peter Nuttall who passed away on Good Friday 2012, aged 52."
133042,3,"First April Day Triples - 2, 3, 4, 5 & 6.  Also first for the Guild"
133970,0,First peal: 8.
133117,0,First peal on twelve bells for the ringer of the 7th.
133608,0,"Rung for her Majesty the Queen's birthday, continuing a long-established tradition in this tower."
133608,1,"1,000th peal of Major: 3."
424577,0,"With the groups thanks to Paul on the final quarter of the ""No Plan Norris"" Tour."
1583618,0,First QP on tower bells - 6. Remembering Tim Gregory on the first anniversary of his death - 21st April 2011.
1072366,0,First singles 1
1072366,1,Completes Hertfordshire towers to quarters 1
133051,0,A peal called round.
133053,0,"In Memoriam: to celebrate the life of Greg Ham, key member of Australian band Men at Work: he came from a land down under..."
415814,0,"To celebrate the 80th birthday of Les Moore, life-long village resident and churchwarden of this church."
1083061,0,"90th Birthday compliment to Mary Beese, a former ringer at this tower and good friend to all the current ringers."
133040,0,Rung by members of the Friday Group.
133041,0,RNGB Quarter Peal Day
133041,1,Celebrating HM the Queen's 86th birthday.
133041,2,Treble - first for the Guild
396455,0,Dedicated to the re-opening of Blythburgh village shop.
424571,0,"Rung for Lynn Brinklow, friend and colleague of 3 and resident of Bubbenhall, to mark her retirement."
133013,0,"First in method: 4,5."
1066971,0,"Rung to celebrate the 80th birthday of Gillian Primrose Chittock (née Woolnough), mother of ringer of 3"
1092169,0,"Rung to celebrate the 80th birthday of Ron Harpham, the father of Ron Harpham ringer of the fourth. First in method 5."
1940106,0,Birthday Compliment to Len England.
1940106,1,First in method 3.
1940106,2,2/3
1110909,0,On Len's Birthday.
133605,0,Rung as a Get Well Soon compliment to Roy LeMarechal.
133605,1,"First in method: 2,5,6,8,9."
133605,2,100th peal for the Association: 8.
424578,0,First in the method - 6.
424578,1,"Dedicated to the memory of Gordon Garnett, former ringer at St Michael & AA, Middlewich (died 31MAR2012)."
1126209,0,For Hampreston Quarter Peal day
1126209,1,First in method 2
133028,0,Rung to commemorate the sinking of the RMS Titanic on 15th April 1912 and in remembrance of the 1500 souls lost.
133028,1,Believed to be the first ever Quarter Peal of Titanic Caters
133005,0,325th quarter : 2.
1131393,0,Rung to mark the opening of the Hull Real Ale & Cider festival at Holy Trinity by a majority CAMRA band.
1131393,1,First anti-clockwise - 3.
1132627,0,"Rung for the opening of the ""Flowers for the Titanic"" flower festival taking place in the church"
1087839,0,First Ashford Caters by all
396392,0,Most doubles - 4
133016,0,Wedding anniversary compliment to Andy and Tracey Mead.
133016,1,First Lincolnshire - 6
1047988,0,To celebrate the 50th anniversary of the Chiltern Branch (to which this tower is affiliated) of the Oxford Diocesan Guild of Church Bell Ringers
133384,0,"Rung half-muffled after the service of thanksgiving for the life of Gordon Garnett, a former bell ringer at this church."
133384,1,£2
1076254,0,Birthday compliments to Isabel Lock and Felicity Marshall.
1076254,1,Completes the Surprise Major alphabet (2).
1940103,0,Wedding Anniversary compliment to Andy & Tracey Mead.
1940103,1,3/3
1096003,0,Rung to celebrate the life of Alan George Hall who passed away on 14 January 2012
1905411,0,"First quarter of Yorkshire S Royal, 3."
396394,0,The following methods have been rung in a peal for the first time:
396394,1,Double Meriden Differential Place Doubles: 3.145.125.3.125 lh145
396394,2,Double Aster Differential Place Doubles: 345.145.125.123.345 lh123
396394,3,St Wulstan Differential Bob Doubles: 345.145.125.3.345 lh123
1984481,0,First blows in the method by all. First QP of Surprise on the bells.
1120864,0,Peal rung in celebration of Wilf Dunn's 87th birthday and to mark his 65 years of ringing.
133162,0,In celebration of Wilf Dunn's 87th birthday.
1961104,0,Rung to commemorate the 40th Wedding Aniversary of Marion & Greg Barrett.
1961104,1,Ian Calvert's First Quarter Peal as Conductor in Essex.
1961104,2,Essex Association South-East District Quarter Peal Fortnight.
1110150,0,"For the anniversary of the proclamation of peace after the War of American Independence (April 19, 1783), and of the dedication of the bells (April 19, 1983)."
1110150,1,First quarter peal outside the UK – 4.
396395,0,Most Spliced S Minor - 2
1940132,0,First in method 2&5
1940132,1,Happy Birthday to Leonard England.
1940132,2,1/3
133201,0,"First in method - 3. Rung to mark the millennium of the death of Alphege, Archbishop of Canterbury, by the Danes at Greenwich on April 19th 1012."
1122757,0,For Hampreston Quarter peal day.
1122757,1,Most methods 2
1055554,0,4. First in method
1055554,1,Donation: £2-40
133029,0,First on 12 - 1.
1125397,0,"Rung to celebrate the Golden Wedding Anniversary of Rev. Derek and Mrs Gail Burden, on 23 April 2012."
1125397,1,Rung on the front six.
132989,0,"Rung in memory of Pauline Doncaster - wife of the Revd Reg Doncaster, past vicar of Ardleigh"
133107,0,"To celebrate the life of Revd John Greene, former Rector of Burwash."
133107,1,50th peal and 1st in method: 3.
133107,2,"1,000th tower bell peal: 2."
1077981,0,1st on 10 :1.
1077981,1,"In memory of Dennis Shepheard ringer at Frensham, Surrey and father of Joanna Wenborne."
1089570,0,First quarter of major as conductor: 8
132986,0,A Mid-week Crisis Quarter.
133357,0,With thanks to Malcolm Evans for standing down after we met 11.
1045857,0,"To celebrate the birthday of HM The Queen on 21st April, in her diamond jubliee year."
1134251,0,First Quarter - 1
1134251,1,Rung for SE District Quarter Peal Week.
1110607,0,1st in method; 2 & 6.
1110607,1,1st Surprise Royal as conductor.
1110607,2,To celebrate the Silver Wedding of Robert & Cynthia Carlyle and the Golden Wedding of Tim & Barbara Hughes.
133140,0,First on ten - 4.
397267,0,"Rung with 7, 6, 8 behind. In memory of & to celebrate the life of Vicki's mother"
133108,0,To mark the centenary of the sinking of RMS Titanic.
133108,1,The first peal in the method.
133108,2,White Star S Major:
133108,3,f -3-456-2-6-234-5-234-5
1109458,0,First in the method by all and for the Guild.
1109458,1,In memory of Patricia M Bailey the first Suffolk born lady to ring 1000th peals.
132993,0,Rung in thanksgiving for the lives of Phil Willis and Pat Bailey.
1091022,0,Rung to mark 100 days until the start of the London 2012 Olympic Games.
1091022,1,First quarter in the method for all the band.
1091022,2,"Circled the tower (and as conductor) 12 times to quarter peals, since the bells were rehung and augmented in Sept 2004: 4."
1091022,3,(No. 168)
132987,0,"A Mid-week Crisis Quarter. A compliment to Melody-Jay Margaret Williams (born 31st March), fourth grandchild of Tim and Denise Hughes, and great niece of Chris Hughes. Circled the tower: 1."
1050962,0,First quarter peal at first attempt: 6
133353,0,200th peal: 5.
396531,0,First in 11 methods on the bells.
1584140,0,"First of Surprise Royal: 5, 7"
1715900,0,Rung for Tessa Hinge's 70th birthday.
436186,0,2000th peal: 6
436186,1,12ooth peal: 3
396452,0,750th peal for the Guild: 6.
1120995,0,Rung by members of the Eastern District of the Ladies Guild for our Centenary Year. First quarter for the Ladies' Guild: 1.
396420,0,"Rung open in fond memory of Phil Willis of Wickham Market, who passed away today aged 57."
133245,0,First in method - 2
133245,1,"Rung to celebrate the life of Anne Elizabeth Stewart, a close relative of Sophie, who sadly passed away on Easter Monday, 9th April 2012."
133223,0,First in method 4
1897342,0,First in method - 8.
1897342,1,Rung in memory of Kath Adams.
132985,0,To celebrate the wedding of Dick and Joan Witney.
1126628,0,Rung by members of the Eastern District of the Ladies' Guild for our Centenary Year.
133101,0,For Hungerford Hocktide.
133101,1,First peal in the method.
133101,2,Ranikhet S Major:
133101,3,x58x16x12x1238x1234x1458x16x78 lh12 b
1096318,0,First of Minor - 1
1096318,1,For SE District Quarter Peal Week.
133102,0,Rung to celebrate Tom and Jackie Barlow’s Ruby Wedding anniversary.
132935,0,100th peal for the Society:7
396391,0,First of 8 Spliced S Major - 4
396391,1,Rung as a 4th birthday compliment to Abraham Tinney (Barrie's grandson)
377647,0,1000th peal - 7.
132943,0,"To commemorate the 42nd anniversary of the safe return of Apollo 13 and its astronauts on April 17th 1970, and the Washington flypast of the Shuttle 'Discovery' today. 5 - 1st. as conductor this method"
132978,0,Rung in memory of Peter Midwood who used to enjoy ringing here on a Sunday morning. £2.40.
424569,0,"1st in m by all, and for the Association"
1111840,0,1st in method for all.
1111840,1,175th together: 3 & 6.
1208268,0,"A welcome to Matthew John Healy, son of Jonathan and Susan, born on 01/04/2012."
133597,0,First peal in the method.
133597,1,Buntingford D Major:
133597,2,f-34-18-56-36.12-14.58.14-14.58
132919,0,26th birthday compliment to Charles Herriott
132919,1,Rung after meeting short for a peal...
132911,0,First peal in the method.
132911,1,Kenilworth T B Major
132911,2,34-34.1-2-1-4-1-456-7 LH2
133671,0,Rung in memory of Gordon A Halls MBE (15/4/1931 – 27/4/2002).
1095795,0,Rung to mark the centenary of the sinking of RMS Titanic.
1098788,0,For N.W. District Quarter Peal week
1098788,1,First on eight (1)
133598,0,"In memory of Joyce I Cornwall, a staunch member of this church and tower for 60 years, who died on 30 March 2012, aged 70."
1087523,0,Meeting six on practice night. Rung to celebrate the birth of Ethan Carl James Price (Grandson of Ian) and Ethan James Holdaway (Grandson of Brian)
396525,0,Rung to mark the Queen's Diamond Jubilee.
396525,1,Also rung on the occasion of the 30th anniversary of the augmentation of these bells from 5 to 6
132912,0,"Rung to welcome Olive, born 28th March, granddaughter to 3-4."
1131392,0,Rung spontaneously on practice night after meeting one short for Titanic sinks. In memory of those lost in the disaster.
1191583,0,50th birthday compliment - 3.
1099094,0,Most Spliced S Major 5.
424567,0,First in method by all except 1 & 7
424567,1,Remembering Julian Morley (former of Birstall) who died early this morning and also Joyce I Cornwall.
1132201,0,Rung for the 40th wedding anniversary of Gill and Alan Glover
1051664,0,First on 8: 1
133693,0,Rung in memory of Gordon A Halls MBE (1931 – 2002) who was instrumental in the installation of the new lighter ring of six in 2003.
132915,0,Rung in memory of Kathrine Adams (Eccleshall ringer) who died 3yrs ago today.
132915,1,Also in memory of Jordan Agar (aged 16 of Rolleston) who died after a road accident near this church last week on the day after passing his driving test. Lots & lots of flowers have been left at the scene of the accident  opposite the Leopard Pub.
412646,0,First of Grandsire: 1 & 5
1126215,0,Rung as a birthday compliment today to Barry Peachey and wishing him a speedy recovery after his recent ill health. Barry was due to ring in this quarter peal.
1126215,1,First quarter in the method for all the band except 5 & 8.
1126215,2,"The band wish to associate the organiser,"
1126215,3,John Ketteringham with this quarter.
1112227,0,For evensong
1067370,0,Rung in memory of those who lost their lives aboard Titanic.
1818938,0,For Morning Service
132893,0,First of Minor-1; compliment to 3 on reaching a significant birthday on 22 March.
132893,1,For Evensong; also remembering those on RMS Titanic.  Donation £3
436185,0,Birthday compliment to 12.
1068371,0,Rung for the wedding the previous day of Carol and Horace Cardy of Boxford.
1068371,1,Birthday compliments to Lynda Taylor.
132875,0,For evensong and remembering Anna Lucy Mary Lewis (9 February 2011 - 1 April 2012)
1915799,0,One of five quarter peals rung this weekend to welcome (rather belatedly) Revd Brenda Stewart as the new Rector of the West Leightonstone parishes.
1068372,0,"Rung on the Centenary of the sinking of the RMS Titanic, remembering those who lost their lives."
1068372,1,Also in Memory of Barbara Rowse (mother of 2) who died on April 1st 2012
140573,0,* First blows in the method.
396402,0,"Rung to mark the 100th anniversary of the sinking of RMS Titanic, in particular memory of Robert William Norman Leyson of this parish, who was one of the victims who lost their lives that night."
1098430,0,1st in method by all
1885081,0,"Rung to celebrate the life of Rod Flanagan (father of 6) who rang for many years in Hertfordshire. The method 3.1.5.123.5.1.5.1.345 le 1 (a) has been rung for the first time (SPSPBPx2 or SPSBSPx2, using Grandsire calls). The band would like to name it Rod Flanagan Bob Doubles. First Attempt: 6."
1118311,0,"Rung open to celebrate the life of Brian Heppenstall ,member of cawthorne band who passed away on the 14th of April 2012."
1118311,1,Who will be sadly missed by all.
1117692,0,For morning service
1143482,0,First Quarter 6
134241,0,"Rung with the bells half-muffled on the 100th anniversary of the sinking of the Titanic with the loss of over 1500 lives, this being the nearest ring of bells to its final point of departure."
442989,0,"Rung in honour of Les Underdown, for his 70 years of ringing and past Tower Captain at Cropredy for many years"
1077820,0,1st Kent away from trebles: 5-6
