perf_id,position,footnote
1487590,0,"In memory of Don Bedford, a ringer at Laugharne, who died earlier this week."
1912524,0,For the Monthly Farmers' Market and in memory of Owen Smith.
1487594,0,First Maximus on the reloaded sounds.
1487626,0,First Treble Dodging: 1-2
1487625,0,First Treble Dodging Major in hand: 1-2.
1487625,1,Believed to be the first quarter peal at this address.
1487427,0,Birthday compliments to Sally for tomorrow. Length chosen especially?
1487412,0,Rung to commemorate the 170th anniversary of the casting of the bells in 1852.
1487539,0,"Specially arranged for the 15th birthday of Mason Crane, son of the conductor."
1487457,0,"Remembering Mike Roberts, 1951-2019, Ringing Master at this tower for eight years and Deputy Ringing Master for three years. On St Peter Mancroft Guild Dinner Day. First of Surprise Royal: 2 and 7."
1487538,0,Rung on real handbells 9-10 with Abel using recordings of our other handbells.
1487598,0,Rung by The Bellerophons for National Puzzle Day.
1487598,1,130th together: 3 & 4
1487598,2,First in method for all
1487592,0,First in method for all.
1487592,1,200th quarter: 5-6
1487545,0,Rung as a farewell compliment for the Rev Nick Cutler who has recently retired from the Benefice.
1487589,0,First in the method - 6
1487589,1,Rung for the Celebration for a New Ministry of The Reverend Tracey Hallett as Rector of the Benefice of South Petherton with the Seavingtons and the Lambrooks.
1487914,0,With best wishes to those who were prevented by the virus from ringing in this.
1487914,1,Remembering Mark Rebick and Sam Taylor.
1510670,0,Rung using simulated sound.
1510670,1,First attempt: 6.
1510670,2,First on a simulator: 3 and 6.
1487494,0,"Rung to mark the 61st anniversary of the first peals for Neville Whittell & David Wilson (father of Nicholas Wilson), rung in this tower on this date in 1961."
1487610,0,"In memory of Dr Francis Jackson, CBE (1917 - 2022). Sometime organist at York Minster. Great Uncle of the 4th."
1487717,0,1st inside: 2.
1487717,1,Rung in memory of Beverley Winter.
1487470,0,"In affectionate memory of Ian DGB Ansell, Tower Captain of the this tower from 1992 - 2022, who passed away on 14th January 2022."
1487470,1,Rung by a band of long-standing ringing friends
1487470,2,Method chosen because of his love of Yorkshire holidays and a favourite.
1487472,0,Marking 150 years since the opening of Tilston School.
1487428,0,The first quarter peal rung at Warboys since before the first Covid-19 lockdown
1487409,0,First tower bell peal: 4
1488168,0,Rung on tower dinner day.  Thinking of Steve Smith unable to attend because of a positive test.
1487570,0,"To welcome John Paul, Liz and Suzanna Hoskins to the Cathedral community. Rung before Evensong during which the Revd John Paul was installed as Precentor."
1487315,0,50th peal for the Society for both 7 and 8.
1487366,0,"First in method: 2, 3, 4 & 5."
1487196,0,6000th QP - 1
1487356,0,1st inside (2)
1497210,0,"In memory of Bruce Butler (1949-2022), President of the North America Guild, and a friend to many ringers within the USA and beyond."
1487263,0,Rung before the monthly Coffee & Cake morning in the village hall.
1773636,0,1st of Ipswich 3.
1773635,0,"1st in method for all. 550th together 1,4 & 6. 350th together 4,5 & 6."
1492253,0,Most methods on handbells: 1-2
1492253,1,Part of the Southwark Festival of Ringing.
1487383,0,First in variation for all the band
1682287,0,"Rung as a birthday compliment to W John Kinchin, father of the second ringer."
1487338,0,Rung for the society’s dinner weekend
1487614,0,For the Service of Induction for Rev Jackie Doyle-Brett.
1487614,1,First Caters inside: 2
1487420,0,"To welcome the new Rector, Rev Jackie Doyle-Brett."
1487250,0,A birthday compliment to Ann Smith.
1487302,0,Upon this day in 1547 Henry VIII died at Whitehall Palace aged 55.
1505645,0,"1st in method: 3 and 4.  90th birthday compliment to Aileen McCowan, mother-in-law of 5.  Also birthday compliment to John Kinchin, father in-law of 8."
1487374,0,"Rung to celebrate the 90th Birthday tomorrow (29/01) of John Bennett, ringer of the 3rd, who is the Tower Captain at this church. Wishing him good health, happiness and many more years of ringing and article writing for the Lincoln Diocesan Guild."
1487319,0,"Rung half muffled, immediately following the funeral and burial of Stephanie Diane Appleby."
1487954,0,Birthday compliments to Aaron Hallett.
1487377,0,Rung during practice night as a Birthday compliment to Revd Garth Nathaniel
1487385,0,"Compliments to 3, 5, 6 and 8 who all had birthday over the past 3 days."
1487385,1,Birthday compliments to Tim Bradbury for tomorrow and wishing him a long and happy retirement.
1487385,2,The band would like to associate Malcolm Evans (another birthday celebrant) with this Quarter Peal who was unable to ring due to Covid 19.
1487385,3,Longest length for 2.
1487564,0,400th peal on the bells
1487372,0,Rung to celebrate the last day of 6 working at Taylor's Bell Foundry after 15 years in the bell trade.
1487418,0,"To celebrate the birthdays of Sarah Barber, Gill Hills, Luke Bradley, Andrew Hodgson and Wendy Roberts all of which occur in the last week of January"
1487416,0,"To celebrate the birthdays of Sarah Barber, Gill Hills, Luke Bradley, Andrew Hodgson and Wendy Roberts all of which occur in the last week of January"
1487414,0,"To celebrate the birthdays of Sarah Barber, Gill Hills, Luke Bradley, Andrew Hodgson and Wendy Roberts all of which occur in the last week of January"
1487221,0,"Remembering Beverley Winter, member of this tower. Formerly at Allesley, Warwickshire, and past President of the Coventry DG 1991-97."
1487402,0,Rung by The Bellerophons for International Lego Day and Have Fun At Work Day.
1487402,1,Also marking the 209th anniversary of the publication of Pride and Prejudice.
1487402,2,"Birthday compliment to Luke, son of the ringer of the 3."
1487402,3,75th in Ringing Room: 7
1487402,4,70th together: 1 & 8
1487402,5,40th together: 2 & 4
1487402,6,First in method for all.
1487365,0,"First in method: 2, 4, 5, 6"
1487365,1,10th together: 1 & 6
1487365,2,Longest internet stoppage followed by recovery for all.
1487365,3,Rung by the Bellerophons for National Gift of the Ladybug Day.
1487353,0,"Most Spliced, 5-6"
1487312,0,"First on 10 in Ringing Room, 9-10"
1487189,0,Birthday compliments to: Isla Rose Brannan (becomes a teenager today!) and to Donna Hutchings.
1884675,0,"Especially arranged and rung in celebration of the life of Julian Vincent Tracey, father of the ringer of the 6th."
1487249,0,Rung for the society’s dinner weekend
1487370,0,Remembering Beverley Winter.
1487252,0,First away from the tenors: 5-6.
1487265,0,"Birthday compliments to Sally Western, daughter of (6), and Rachel Davies, ringer at Bishops Hull."
1487038,0,"Rung in memory of Denis' wife Edith Woodhams. First quarter peal in hand, 12."
1487122,0,For Holocaust Memorial Day
1487176,0,Rung in memory of Barry Cryer.
1487114,0,Rang Half Muffled For National Holocaust Day
1488916,0,In thanksgiving for the life of Barry Cryer.
1487115,0,Rung in memory of Barry Cryer.
1487175,0,Rung on the Osborn 6 for Holocaust Memorial Day
1797182,0,Rung in memory of Bruce Butler.
1487197,0,To celebrate a return to tower practice
1590335,0,"An hour's general ringing - rounds and call changes, Plain Hunt, plain courses of Grandsire and Plain Bob Doubles - rung 'half-muffled' on the front five (8½ cwt) to mark this year's Holocaust Memorial Day."
1590335,1,"First doubles inside on tower bells (as opposed to online 'Ringing Room'): 2, 3 and 4."
1526793,0,For Holocaust Memorial Day.
1526793,1,1st in method as conductor.
1487110,0,A birthday compliment to 1 and 5; also to Emily Lock (age 10) of Haughton.
1487290,0,"Rung half muffled in support of LB Hackney's Holocaust Event as a floral tribute was being placed at the Holocaust Memorial tree at the front of the Town Hall by the Speaker of Hackney Council, Cllr. Michael Desmond."
1798487,0,Rung half-muffled for Holocaust Memorial Day 2022.
1494776,0,In anticipation of the 70th anniversary of H.M. Queen Elizabeth accession to the throne. Also birthday compliments to RA (29/1) and thankful and joyful thanks for the life of Janet Webb who taught the conductor to ring.
1487064,0,For Holocaust Memorial Day
1487064,1,50th Peal Tenor
1487092,0,First inside - 2
1487092,1,Rung as a birthday compliment to Gill Hosking and Ralph Holtom
1487361,0,In celebration of Richard Page's 70th birthday and also to celebrate the 70th birthdays of Madeleine and Sue whose birthdays were during COVID lockdown
1487119,0,Rung to commemorate the life of Revd. Peter Sutcliffe - Vicar at Lightcliffe 2006-2009.
1487332,0,First 41-Spliced: 5.
1487083,0,On Holocaust Memorial Day.
1487083,1,50th Peal together 1-2 & 7-8.
1487168,0,50th peal -5
1487094,0,Rung on real handbells 11-12 with Abel using recordings of our other handbells.
1487094,1,Meiringen Differential Little Place Maximus: x.1T.34.1T.x LE:1T
1487113,0,Rung on Practice Night
1487178,0,In celebration of the life and ringing achievements of Bruce Butler.
1487046,0,Rung by The Bellerophons for Holocaust Memorial Day.
1487046,1,1st in method - 2.
1487046,2,175th with The Bellerophons - 2.
1487046,3,110th together - 2 & 4.
1487046,4,75th together - 4 & 5.
1487046,5,70th together - 1 & 3.
1487046,6,40th together - 3 & 8.
1487065,0,Rung for National Holocaust Day
1487123,0,For Holocaust Memorial Day
1487127,0,Following the funeral & in celebration of the life of Keith Evans.
1487127,1,"Dedicated member of this church, bellringer, officer of the Boys Brigade.."
1487127,2,Brother of Glyn.   Friend to many.  RIP dear friend.
1487127,3,First of Plain Bob Doubles 3
1487126,0,"In celebration for the life & prior to the funeral service of Keith Evans of South Kirkby, dedicated church member, bellringer & loyal Boys Brigade leader."
1487126,1,Brother to Glyn.
1487126,2,RIP.
1487124,0,"Following the funeral & In celebration of the life of Keith Evans,  Bellringer at South Kirkby for many years."
1487124,1,"Dedicated church member, Boys brigade officer & friend to many."
1487124,2,RIP dear friend.
1487070,0,First in method. Place notation being x12x12.
1487070,1,Rung in isolation boredom.
1487056,0,First on handbells and in method. Place notation being x.
1487056,1,Rung in isolation boredom.
1487073,0,1 -- circled the tower to peals.
1487073,1,3 -- 25th peal on the bells.
1487133,0,"Practice night remembering Tony Sulman of Tickhill, thinking of him & his family for his birthday on the 30th.  RIP dear friend gone but not forgotten."
1487081,0,Birthday compliment to Sheila E. M. Parry.
1487120,0,Rung in thanks giving for the life of Gwenda Burley. Gwenda rang many QPs at Woburn often ringing the 2nd to Grandsire Triples
1487304,0,"Rung half muffled in memory of Ray Thain, ASCY since 1948, onetime Tower Captain at Woodchester and Stroud, and who died on the 22nd December 2021, aged 97. He is buried just below the tower."
1486992,0,Just a random quarter peal I felt like doing alongside Oliver watson ringing one on the Horsted Keynes Simulator
1486808,0,800th together: 2 & 6
1487003,0,"Jointly conducted; the ringers of 1,6,7 & 8 alternately put in the call and no change of method at where there is supposed to be a call. All knew the composition in full and a coin was tossed to decide who started."
1487003,1,3: First quarter.
1487003,2,4: First on 8.
1487003,3,5: First inside on 8.
1487041,0,First 42 3rds Place Delight - 2 & 3.
1487041,1,This composition is rung for the first time; the first 5760 of the standard 42 3rds Place Delight with atw and a plain lead of every method.
1487026,0,"Especiallly arranged and rung as a birthday compliment, today, to D. Paul Smith (Past Master, ASCY 1995-96)."
1487026,1,Also commemorating Australia Day and the regaining of most freedoms in England from midnight tonight.
1487026,2,https://youtu.be/q0Crp-RJHVw
1487650,0,In memory of Ralph Collinson of Charlbury who died suddenly aged 19.
1487650,1,20.12.2001 – 2.12.2021
1487650,2,Ringer of 2 is a lifelong friend of the family.
1486916,0,150th Quarter peal together  (2 & 4).
1486800,0,"First in the method 3, 4 and 5"
1486800,1,Birthday compliment to Charlotte Wells (24th)
1491172,0,The Conductor's 1900th Quarter.
1486930,0,"Rung to the memory of Ian Grant, local ringer at Fulbourn for many years."
1486982,0,First quarter on the reloaded software. Now set up as a diatonic ring of twelve in D.
1486982,1,For Australia Day.
1488556,0,First on 6 bells in hand: 5-6.
1487023,0,Rung as a birthday compliment to Joanne Waller.
1487022,0,Birthday compliment to 6.
1494391,0,First Royal: 4
1494391,1,Practice makes peal!
1487024,0,"A valedictory touch for the ringer of the 3rd, retiring from Society mastership tomorrow. These 11 methods form the Lincoln practice night Major repertoire, a point reached through Katherine's leadership over the past four years."
1487036,0,Birthday compliments to Anne Buswell and Mason Crane.
1487028,0,"First in method - 2, 3, 4."
1487028,1,175th together - 1 & 2.
1487028,2,175th in Ringing Room - 2.
1487028,3,Jointly conducted by all.
1487028,4,Rung by The Bellophons for Library Shelfie Day and National Green Juice Day
1486976,0,"Rung in memoriam: Colin Trevor Appleyard, 1971 - 2022, a victim of coronavirus, 2nd January 2022."
1486773,0,First QP on the bells.
1486857,0,"Rung in memory of Bruce N Butler, president of the North American Guild and member of this society."
1486857,1,"Circled the tower: 10, 12."
1491816,0,For all Australians.
1486921,0,First in method  (2).
1486748,0,For practice.
1486748,1,50th quarter peal: 3
1486950,0,"On the front five in memory of Roy Purchase,father of Duncan who passed away peacefully in his sleep on 3rd January 2022 aged 90."
1819037,0,2 - First Surprise Major
1486757,0,On National Nutrition Day (Indonesia)
1486771,0,Compliments to Jenny and Trevor Page on their Silver Wedding anniversary today.
1486771,1,Most methods: 4
1486771,2,First Minor as Conductor.
1486771,3,100th Peal for the Association: 6
1486756,0,First on 10: 5
1486756,1,First inside on 10: 4
1486741,0,An age-order peal.
1486636,0,Rung as a birthday compliment to Richard Hunt and to wish Alan Ainsworth a speedy recovery.
1486758,0,Compliments to Jenny and Trevor Page on their Silver Wedding anniversary today
1486666,0,First quarter peal at this address.
1486666,1,First in hand: 1-2.
1486747,0,First Quarter: 6
1486747,1,"Rung to celebrate the birth of Freya Moira Elliott-Lakin on 16/06/2021, granddaughter of 5."
1486651,0,Success at last! First QP in the House.
1486801,0,"Rung in memory of Audrey Allaway (nee Diserens) resident of this parish, local ringer since 2012, who passed away in December 2021."
1486801,1,"Also in memory of Bruce Butler, formerly of Cranbrook, Kent; a Central Council and North American Guild member."
1486801,2,First peal on the augmented octave.
1486801,3,"First peal together since 1978, 4&6 and 4&7 (G11 at Painswick conducted by Albert Tyler)."
1486801,4,Lesley Barclay and Jacqui Barlow wish to be associated with this peal.
1486799,0,Rung following tolling the 9th 84 times by Stuart following the passing of his mum earlier today.
1486799,1,"This quarter was rung by members of the Tuesday night band, Alan Trebble, Sally Austin, Neil Murray, Catherine Oram, John Thurman and Sue Wilkinson wish to be associated with this quarter. We all offer our condolences to Stuart and his family"
1486650,0,"Rung in memory of Piran Smith, son of Marion (Jem) Smith, whose funeral is today."
1486661,0,A Hull Handbells Project Quarter Peal.
1486637,0,Birthday compliments to the conductor
1486693,0,First in method on this pair: 1-2.
1486693,1,Rung as a 25th birthday compliment to Alan Eyles.
1486641,0,First Treble Dodging on an inside pair (3-4).
1486641,1,First Treble Dodging as Conductor.
1486641,2,Rung on Burns Night.
1486641,3,"""Old Time and Nature their changes tell;"
1486641,4,"But never ranging, still unchanging,"
1486641,5,"I adore my bonie Bell."""
1486719,0,"Rung by The Bellerophons to celebrate the release of Disney's One Hundred And One Dalmatians, this day in 1961."
1486719,1,First Royal on an affected pair - 3-4.
1486670,0,With the bands' best wishes to Mary Burr on what should have been her return to ringing but was unfortunately thwarted by technology
1486770,0,The first peal in the house.
1486770,1,100th handbell peal as conductor for the guild: 7-8
1486905,0,"Rung on practice night, with thanks to Stuart Talbott who sat patiently throughout our ringing – and hoping his shoulder soon improves so that he can join in."
1486764,0,3 - First Stedman Doubles
1486764,1,For Burns Night
1716345,0,With best wishes to Ann Evans for a speedy recovery.
1486750,0,"75th in the tower: 5. Rung to celebrate the forthcoming birthdays of Doug Petipher, (former Tower Captain of Calstock) and Mary Borlase."
1486656,0,First in the variation for 2. Rung on the Feast of the Conversion of St Paul.
1486607,0,1st in method: 5
1486607,1,Rung as a compliment to Selwyn on his birthday
1486464,0,First Treble Bob in hand 1-2 & 3-4 and as conductor
1486507,0,1st in method as conductor. 750th together 2 & 6.
1486505,0,1st in method for all.
1486458,0,In memory of longtime NAGCR president Bruce Butler (11 Oct 1949 - 18 Jan 2022)
1486629,0,Rung with the best wishes of the band to  Terry and Martin Kirk as they leave Herefordshire for Suffolk.
1486588,0,150th Q on the bells: 2
1486587,0,"First in the method, 2."
1486513,0,Rung on real handbells 7-8 with Abel using recordings of our other handbells.
1486584,0,Birthday compliments to The Rev'd Canon Dr Robin Ward.
1486413,0,Rung by The Bellerophons to mark Global Belly Laugh Day and National Compliment Day.
1486413,1,First in method for all.
1486609,0,140th together: 2 & 5
1486609,1,"100th as C, 100% of which were rung in Ringing Room"
1486609,2,80th together: 4 & 6
1486609,3,30th this year: 2
1486609,4,First in method: 3-8
1486609,5,Rung by the Bellerophons for National Just Do It Day.
1486586,0,First quarter of Bristol inside 5-6
1486790,0,"Xyrself S: -34.58.14-58-38.14-14.38-34.56.18,12"
1486790,1,Completes the Surprise Major alphabet: 7-8.
1486633,0,First Quarter Peal: 6
1486633,1,"Rung by the Sunday service band in memory of Derek Stainsby, former Tower Captain at Shenley, who died on the 30th March, 2020."
1486407,0,A successful test of Philippa's wrist.
1486579,0,Rung as a birthday compliment to Betty
1486387,0,First Of Maximus - Started on 10th bell but had to restart at 213 changes sadly so changed to 12th.
1486387,1,(P10)
1486378,0,Rung immediately prior to Choral Evensong.
1486378,1,"To celebrate the life of Frank Thacker, Nancy's uncle."
1486237,0,"To commemorate the 1st anniversary of the death of the Venerable John Oliver, former Arch Deacon of Leeds"
1486301,0,"Rung on Jim Cook's handbells in his memory; on the eve of the second anniversary of the service held at All Saints, Weston in celebration of his life."
1486215,0,For morning service
1486303,0,Rung to congratulate Alana and Luke Cama on the birth of Felix Rupert yesterday.  First grandchild to Emma and Iggy Tapsell.
1486292,0,1st QP: 6
1486292,1,1st QP  in her married name: 4
1486292,2,900th QP on real (as opposed to virtual) bells: 1
1486292,3,Congratulations to Toby Goss on his new job!
1486415,0,In memory of longtime NAGCR president Bruce Butler (11 Oct 1949 - 18 Jan 2022).
1486415,1,Allison Schinagle and Michael Tartell would like to be associated with this performance.
1486578,0,Alistair (9) was a special guest joining us for the first time since the refurbishment
1486578,1,1st in method for Ellie (2)
1486578,2,1st Treble to Royal Ellis (1)
1486316,0,Rung before Evensong.
1486319,0,First spliced as conductor
1486319,1,"First spliced Doubles: 2,3,4,5"
1486319,2,"Most methods: 2,4,5"
1533397,0,First royal: 6.
1533397,1,First Yorkshire Royal: 7.
1533397,2,500th quarter: 9.
1486426,0,1st of Doubles on a working bell for Richard.
1486391,0,For Evensong and to commemorate the life of Don Bedford who passed away today.
1486427,0,Rung to welcome people to sung Eucharist
