perf_id,position,footnote
285266,0,For New year by a local band
379634,0,350th peal as conductor for the Association
1121507,0,Rung to welcome 2013
1121507,1,"First Date Touch - 2, 6"
1103796,0,"First blows in method: 2,3,4,5"
1123064,0,Rung to celebrate the New Year.
1162105,0,Rung to celebrate the New Year (£1.80)
219696,0,1000th different tower for a peal: 8
426457,0,Wishing Peter and Carol Bill a Happy New Year
1079534,0,First of Surprise Major - 2 & 8
443138,0,For the New Year.  Also special congratulations to Malcolm who recently returned to ringing after a 40 year gap and successfully completed his 1st quarter peal.
1051889,0,To celebrate the New Year - 2013.
443067,0,To celebrate the New Year - 2013.
443067,1,First Quarter Peal: 8
1086502,0,For New Year
1049536,0,To ring in the New Year.
1059245,0,Rung to welcome in A Happy New Year
1055391,0,Rung to celebrate the New Year
1111797,0,Rung to welcome 2013.
1717329,0,Rung at midnight.
1717329,1,With very best wishes to all our friends and family for a happy and peaceful 2013.
1100259,0,First in method - 7
1145042,0,For the New Year
1101854,0,"1st inside - 3. 1st family quarter peal - 2, 3, 4, 5, 6"
1584256,0,To welcome in 2013. Most methods - 1.
426458,0,First blows in method: 7
1049996,0,Rung for the New Years day Said Eucharist service.
1086951,0,Rung to welcome the New Year
1054617,0,Rung to welcome 2013 as a part of Rothbury village’s New Year celebrations with its Highland Pipe Band.
1054617,1,"Also to welcome the birth of Samuel Forster, a second grandson for Gill and with all our best wishes to Gwen on her recent engagement to Matthew Atherton on 6th December."
1123753,0,650th together - 4 & 6
1123753,1,300th tower bell peal on a 5th - 5
275219,0,1st Q: 6. Rung to celebrate the 70th birthday of Roger Morgan.
1595522,0,For the New Year and to mark the start of Linda's and Jenny's 60th year! 1 of 60 - Tenor.
1139694,0,Rung on the light eight
1141295,0,"To congratulate Tom Westall, one of our parishioners, who was awarded the British Empire Medal in the Queen's New Year's Honours List, for his services to Scouting and young people."
318039,0,"Rung to welcome 2013, in the hope that 2013 will see the end of all conflicts, especially those involving personnel from Oxfordshire"
1079911,0,300th tower bell peal on a 4th - 4
1079911,1,Rung in memory of Jill Reeves who died the previous day
1113952,0,First on 10: 1
1113952,1,"The band would like to associate this peal with Robert Beavis, the organiser, who had to drop out because of his next appointment."
1090296,0,1st peal - Colin Kneebone
1090296,1,For the Centenary of the casting of the treble
1090296,2,To congratulate Ian Dingle (Churchwarden) on the award of the BEM
218192,0,For New Year.
1119941,0,To welcome the New Year.
1085352,0,"For New Year's Day, and for the 150th anniversary of the issuing of the Emancipation Proclamation by President Abraham Lincoln. First quarter peal: 1."
1139693,0,Rung for the new year and also as a good luck to steph Bell who is in hospital giving birth at this time.
218843,0,Rung for the New Year.
218843,1,The St Martin's Band of Bellringers extend their thanks to the Westminster Abbey ringers for the invitation to ring here today.
1080772,0,First Surprise Royal: 1.
1080772,1,"First in method: 4, 6."
278244,0,Rung to celebrate the marriage of Allie Wheatley and Ken Richardson in Port Macquarie Australia on 8th December 2012
1273543,0,"For New Year.  Second touch of the morning (I don't know what Frank called for the first one).  Additional ringers: Frank Blagrove, Reg Renn."
1079094,0,"1st Peal in the Variation, previously named in a Peal at Ulceby, Lincs on 12th Sept 2009 (Grandsire with Antelope Bobs & Singles and Pinks Singles). Rung to celebrate the New Year and the Feast of the Circumcision of Christ."
1379384,0,To mark the New Year
1105247,0,Rung on the light octave with birthday compliments to Tina for Thursday.
437102,0,"224 each of Cambridge, Lincolnshire, Pudsey, Rutland, Superlative & Yorkshire. 41 com, all the work."
1102070,0,"A compliment to David Macdonald on his 90th Birthday, and Caroline and David Holmes on their Ruby Wedding Anniversary."
1044058,0,Treble snap start and finish.
1128791,0,600th Peal: 4
1079516,0,First method ringing on the new 8th (tenor) bell and rehung 5th (3rd) 6th (4th) & 7th (5th).
1137346,0,In honour of St David on the eve of his day.
1051641,0,First Quarter -1
1051774,0,First blows in St Vedast and Blaisdon - 5
1051774,1,First blows in Blaisdon - 4
1151236,0,First of Surprise Minor for David Eve.
1151236,1,Rung as a compliment to Chris Kippin on obtaining the degree of Master of Arts and to mark the Ruby Wedding of Jonathan and Pamela Fair.
1722549,0,80th birthday compliment to Rosaline Stockwell.
279628,0,"200th together: 1, 7 & 8"
1584068,0,Believed to be the first extent of Naremburn Treble Bob Minor: x56x16x1256x16x12x16 le: 16.
441918,0,Rung to commemorate the life of Arthur (Bill) Berry
1138289,0,First in the method for all.
1102440,0,First QP on the bells for 7 years
277901,0,"By a local ladies' band in memory of Doreen Pearson, ringer at Hatfield Heath"
1073564,0,"A well-struck quarter peal in remembrance of Arthur ""Bill"" Berry."
1079904,0,6. Circled tower.
1104080,0,First Peal in the Method
1104080,1,Montgomery Castle Surprise Major
1104080,2,x3x4x256x6x2x345.2.34.2.5 le 2 [f] fch BD
1104080,3,"Remembering Great Western Castle Class Locomotive No 5016 Montgomery Castle. Built July 1932. First shed allocation Old Oak Common. Double chimney and 4 row superheater fitted February 1960. Last shed allocation Llanelly. Withdrawn September 1962. Scrapped at Cashmore's, Newport."
1140549,0,"In memory of Chris Burd, whose funeral took place earlier this week."
1136982,0,First quarter peal on ten bells: 4 & 10.
1136982,1,First Caters as conductor.
1136982,2,"First Plain Bob Caters: 2, 3, 4, 5, 6, 8 & 9"
1094474,0,In anticipation of East Cheshire branch quarter peal fortnight.
1094474,1,£6 (block donation)
1131755,0,Rung to mark the end of the Papacy of Pope Benedict XV1
1131755,1,The quarter peal pulled off at 8pm the exact time Pope Benedict left office.
277796,0,The annual commemoration of benefactors of this tower.
1582719,0,50th together: 6 & 7. To celebrate the very welcome return visit of Brenda.
1063029,0,5 -- Circled the tower in eight peals.
1055630,0,Circled the tower - 8
1055630,1,In memory of Howard Egglestone
437101,0,In memory of Howard Egglestone.
1982199,0,First quarter peal on the bells. 1st on 12 - 4.
1089532,0,To celebrate the reunion of Haley Barnett with her passport.
1089532,1,Twenty-sixth wedding anniversary compliments to Beth Sinclair and Mark Morgan.
1089532,2,First Cambridge Major as conductor – 5.
1050942,0,Celebrating the papacy of Pope Benedict XVI.
1050942,1,5. 1st quarter peal for ten years
278813,0,Birthday compliment for 1st March 2013 to D John Williams.
277730,0,Rung to mark the retirement of Pope Benedict XVI
1143066,0,"Jointly conducted by 3, 4 and 5."
1069109,0,800th quarter together - 3 & 5. First in the method by all the band.
1063375,0,"Best wishes to Canon John Holder, on his retirement from the Upper Churn Valley Benefice."
1047795,0,"1st Quarter of Reverse Canterbury - 2. 1st Quarter of Minimus in the method - 3. Rung with the best wishes of the band as a 'Get Well' compliment to Sandra Clarvis of Brigg, sister-in-law of 6, currently off ringing due to injury."
1117012,0,"Rung following the Service of Celebration for the Life of Richard Cook, former churchwarden at this church."
437106,0,Most methods spliced: 2.
1887772,0,Expected to be the last peal on the current bells before restoration.
1887772,1,"Same method, same time and same conductor as the first peal after the previous rehanging (22nd April 1989)."
1887772,2,Circled tower: 4.
1062072,0,"First of surprise ""inside"" - 3."
1062072,1,For the birth of Mia Grace Sims
1129261,0,"Rung in memory of Sue Watkin, former regular visitor to this tower."
280546,0,90th birthday compliment to John Jarvis (grandfather of 5-6)
1069108,0,"Rung in memory of Rev John Delight, former Archdeacon of Stoke on Trent and former President of the North Staffordshire Association of Change Ringers."
1068926,0,First quarter peal: Tenor.
1068926,1,First quarter peal as conductor.
1068926,2,First Minimus: Treble & 5.
1068926,3,"First Standard 11 Minimus: 2, 3 & 5."
1068332,0,First in method: 2
1084520,0,A farewell compliment to Neil Micklewright on his move to Altrincham.
1125357,0,1. First quarter-peal: 4. First quarter-peal as conductor
1125357,1,Celebrating the casting of Minstead's 6th bell - due to take place on 28 February 2013
1085875,0,First peal in the method
1085875,1,Imperial Alliance Royal:
1085875,2,-3-4-5-6-1-56-7.4.56.4.7 lh12 (c1)
1085875,3,With fond memories of Roger Bailey 1946-2013
1723548,0,"In memory of Gwen Hall, widow Of Bill Hall."
1134758,0,First in method 4.
1061835,0,Belated congratulations to Anthony Cotton on ringing 1000 peals.
1111180,0,An Engagement Compliment to Emma Pym and Stephen Douglas.
1090652,0,In thanksgiving for the life of Howard W Egglestone.
1106626,0,"Rung to celebrate the birth on 13th February of Eilidh Elinor, daughter of David and Lorna Reeves and sister of Amilie."
1061615,0,To celebrate the Golden Wedding Anniversary (2nd March) of Mick and Jackie Hobbs
1096661,0,6 - First quarter peal
277630,0,Rung in memory of Tony Baines.
404993,0,In memory of Howard Egglestone
1080763,0,First blows in the method which the band
1080763,1,wish to name: Branston Treble Place Minor.
1080763,2,(Place Notation: X34X14X12X36X16X56-12)
1080763,3,First quarter on the bells since the replacement of the old stretchy top end rope with new “Superlative” top end rope supplied by “Tower Essentials”. With thanks to Alan Black of “Tower Essentials” for allowing us to get our delightful bells back to how we remember them before the stretchy top end rope!
1092883,0,4 First touch of Surprise
1843902,0,In memory of Howard Egglestone
1127794,0,"Remembering Arthur ""Bill"" Berry also Marie-Claire Alain (1926-2013), who died today, in Paris."
1122389,0,"Remembering Arthur ""Bill"" Berry."
1135510,0,Remembering Howard Egglestone.
277642,0,Rung as a birthday compliment to the conductor
1101635,0,First spliced - 2
441909,0,In memory of Roger Bailey who helped install these bells.
1047373,0,"At the expressed wish of the tower captian Dave Saunders, this quarter peal is dedicated to the memory of Arthur ""Bill"" Berry; also to the memory of Alison Long who was a resident of Little Comberton."
1045104,0,"Rung as a birthday compliment for Sue Rabong (24th Feb ), Katie Wright (25th Feb) and Michelle Clutten (1st March ). First Plain Bob Major-6."
437099,0,Most surprise royal in hand: 1-2
1061082,0,"Arranged and rung by employees and directors of John Taylor & Co to mark the passing of Muriel Enid Taylor (Merle), 1919-2013, wife of Paul Lea Taylor. RIP"
1045836,0,"Rung to celebrate the 80th birthday of George Stedman Deas, for many years Ringing Master of this Cathedral Guild."
1102748,0,"In memoriam Merle Taylor, Honorary President of John Taylor & Co, who died on 24th February. First peal in the method."
1102748,1,Upperthorpe Alliance Royal;
1102748,2,"-50-14.50-50.36.14-14.50-14-10-78.90, Group L."
1105542,0,First on ten: 1 and 6
277607,0,"In memory of Howard W Egglestone, who was resident in the adjacent town of Newbury from 1978 to 1992 and an active participant in local ringing."
1045841,0,50th on the bells - 8
1045841,1,Rung as a birthday compliment to Janet Coles
1085874,0,"In memory of Sylvia Ellen Elsey, sister of Terry Nicholls, who died on 14th February, aged 91."
1085874,1,1st in method for all.
1104079,0,"For Matthew's birthday (today), and also Brynley's (21 Feb)"
1079515,0,Rung as a birthday compliment to Lesley Knipe.
1130674,0,1st peal: 3
437097,0,1200th peal: 5.
437097,1,65th birthday compliment to Peter Vaughan (local ringer)
437097,2,Also in memory of Howard Egglestone.
383110,0,1st in m by all; Rung to mark the retirement this week of Pope Benedict XVI
1044588,0,25th Worcestershire tower to a Q - 9
1047801,0,first in the method by all the band.
1097362,0,Birthday complement to (5)
1130673,0,1st Quarter at first attempt: 1
1130673,1,"For the birth of Zoe Edgley on 6/2/13, grand-daughter of the tenor ringer."
1130673,2,First quarter on the welded tenor clapper
1076728,0,First in the method by all
1076728,1,1500th tower to a Q and 1000th tenor to a Q - 8
1118680,0,200th Q. tog. (2&4)
1438857,0,Belated birthday compliment to Christine.
1045258,0,3900th Q - 6
404989,0,Rung in memory of Howard Egglestone.
1110117,0,First in the method by all except 1 & 4
1145283,0,"First quarter peal at first attempt for 1 & 6, congratulations both! Rung with extra helpings of spinach & a suitably large box! Thank you also to the Holy Trinity bell ringers for the use of their fantastic bells."
1142645,0,Rung as a Birthday compliment to Bobbie May.
277704,0,Most spliced surprise: 6
277704,1,Circled tower: 5
1128306,0,First quarter peal away from cover: 1
1056849,0,First in method: 3
1056849,1,First Treble to Surprise Major.
277538,0,Remembering Raymond Jones a ringer at this tower
406147,0,1200th towerbell peal: 1
406147,1,In memory of Howard Egglestone.
1076230,0,£2.40.
1046001,0,"Ist blows in methods 2,3 & 5"
1117414,0,Rung to celebrate the birth of Indira Putra. Granddaughter for Father Leslie and Mrs Joyce Craske
1082282,0,For Evensong and a get well message for Alan Bentley in Hospital.
1108632,0,Rung to congratulate the Stone band and project team on the dedication of their new ring of 10 bells.
1108632,1,1st quarter - 6.
1930319,0,Rung prior to the Axbridge Civel Service
1152801,0,"For morning service, and as a birthday compliment to Amy Wood."
1152801,1,First in method as conductor.
1068331,0,First quarter in method for (8)
997495,0,1st Q: 1. For Evensong.
277428,0,In memory of Kim Adams (07/12/55 - 25/02/12) ringer of this church and mother of 1 and 2.
1111179,0,"Rung in memory of Elizabeth O'Dell, grandmother of 2."
1123405,0,Rung in memory of Joan Pooley
1208310,0,"By members of the Bullring Sunday Service Band, dedicated to the memory of Roderick W Pipe, former conductor of this band; innovator, leader, mentor and friend."
1118673,0,"Rung as a farewell to Paul Tubb, a second cousin of Roy's, who lived in the area for some years as he leaves for Mali."
1127796,0,"Joint conducted 2,4 & 5."
1092457,0,First Triples on an inside bell 4.
1131754,0,"Especially arranged and rung exactly 10 years to the day of a celebratory quarter (same tower, method, and back 5) here: www.campanophile.com/view.aspx?157208"
1131754,1,"Today's quarter celebrates the forthcoming 90th birthday (2/3) of Edmund A.W. (Ted) Greene, former landlord of the Shepherd & Crook Inn, (now resident in Hastings). Also remembering S.J. Russell Esq., Verger of Leeds [Kent] 1933-2011, on what would have been his 98th birthday today, and what would have been the centenary of T. Cullingworth Esq. (3/3) of All Saints, Maidstone - a member of the original Romney Marsh & District Guild."
277476,0,First inside - 2
277476,1,First as conductor
277351,0,First on 10: 2
277351,1,First Royal: 6
277351,2,Remembering Roger Bailey who encouraged and inspired so many
1099889,0,1st in method inside - 3. For LAWAS Challenge Month.
997103,0,"Rung for Evensong and as a birthday compliment to Mrs Lucile M Corby, the conductor's mother"
1114943,0,50th of Norwich S Minor: 6
277378,0,"For Evensong. Rung by a Southern District band during the Centenary year of the installation of Chelmsford's 12 bells. Birthday compliment to 12. 1st on 12 - 5, 6. 1st on 12 as C. 1st Erin Cinques by all except 10. 1100th QP - 11"
1146951,0,Farewell to Revd. Marc and Cheryl Baker leaving Cheltenham for St. Kea.
1046991,0,1100th peal -5.
1092694,0,"For evening service and as a compliment to all who shared a birthday on Fri 22nd Feb, including Joanna Wheatland, Morley Bray, John Gwynne, Peter Toombs, Christopher Davis, Sarah McColl and Sheila Flude"
1828488,0,To celebrate the 90th birthday of Mr Vincent Evason (uncle of treble)
1828488,1,1st conducting more than one method
1828488,2,50th Quarter - 5
1053087,0,For evensong.
277474,0,1000th true peal: 7.
277494,0,Rung for morning Eucharist.
277494,1,100th as conductor.
277526,0,After morning Mass.
277526,1,1st Minor: 1.
1141551,0,2200th different bell to a quarter: 8
279105,0,"Rung for morning service. Also in thanks for the life of Richard Gladwin, brother of our ringing friend Ruth Clarke."
1112169,0,"Best wishes to Canon John Holder, on his retirement from the Upper Churn Valley Benefice."
1112169,1,"First peal on the bells since 25th Dec, 1817."
1132562,0,First of triples - 1
1132562,1,By a Chesterfield District Ladies Band.
1112915,0,For the delight of visitors to Croome Park.
1061623,0,"To welcome Miriam Eleanor White, a grand-daughter to 3, born 22/02/13"
1057947,0,First in method - 7.
1057947,1,"Rung to the memory of Tony Baines, formerly of Diss, who died on 22nd January 2013"
1057777,0,"With thanks and compliments to the outgoing Bell Major, Judith Moreton."
1057777,1,"First on 10 - 3, 8, 10"
1057777,2,First triples as Conductor - 7
1443073,0,Rung for Evensong.
1828015,0,On the front six
1681161,0,On the back six
1074195,0,"Specially aranged as an 80th birthday compliment to John Harrison MBE of Enfield, Middlesex."
1074195,1,11 of 60 - 3
1090651,0,"Specially arranged in thanksgiving for the life of Freda Cheetham of Scawby PCC, a lifelong servant of the church whose funeral took place at Scawby last week."
1090651,1,"1st Quarter Peal in the variation, previously named in a Quarter on these bells on 18th October 2009."
277528,0,Rung in memory of Howard W Egglestone.
437096,0,Rung for Evensong.
1099447,0,Rung prior to Deanery Evensong.
1099447,1,First quarter inside on 8: 4
1121708,0,First peal on tower bells: 1
1121708,1,For Suffolk Guild Peal Week.
1062070,0,A fond farewell to Chris as she departs for pastures new in Wiltshire with love and best wishes from all of us at Ryburgh.
1048548,0,"Rung for Parish Eucharist and to welcome Rev Paul White, Vivienne, Annabelle and Henry to Hadlow."
1126154,0,First quarter peal on eight bells - 1. Rung for the evening Lent Bible Focus service.
1127007,0,"First quarter peal ""inside"": D Rose W Horton"
1052508,0,Wishing Lorraine a happy birthday
1103784,0,In memory of Anthony Richardson.
1103784,1,First of Cambridge Major - 3
1111177,0,For Morning Service.
1057950,0,For Evensong
1098367,0,"In thanksgiving for the life of Juliet Reynolds from Brailes, a ringer at this tower."
1055212,0,For Evensong & in Thanksgiving for the Life of Eric Walley a Shepshed ringer.
280397,0,Rung in memory of Jesse Graham Wheeler on the first anniversary of his death
383106,0,Rung for Sunday Service
1141907,0,Rung for evening service.
1141907,1,"First in method: 2,4 and 5."
1141907,2,Also to celebrate the 610th Anniversary of the consecration of this church on this day in 1403.
1051437,0,First treble bob - 1
1843886,0,For Evensong
1585728,0,"To celebrate the ordination to the diaconate today at St Paul's Cathedral, Rockhampton of Parishioners Erin and Nuia Tuineau."
1585728,1,50th QP for 2.
455391,0,First London Royal in hand: 1-2
1087781,0,First quarter peal on eight bells: 1 & 8
1107362,0,First on ten - 4 and 10.
1107362,1,Rung as a compliment to Roland and Dorothy Eccles on their retirement from ringing at Manchester Cathedral.
1107362,2,They have been regular ringers at the Cathedral for over 40 years.
1097995,0,First on eight:1.
1097995,1,For LWASCR Challenge month.
1111178,0,Wishing Katharine Salter a Happy 40th Birthday today.
277271,0,"First of Bristol in hand: 1-2, 3-4."
1085339,0,For evensong.
1085339,1,Also to congratulate Stuart Ford on being presented to HRH Prince Charles for the presentation of a trophy for services to the art of hedge-laying.
1050698,0,Rung with compliments to the chef prior to Jeremy Bates's eagerly anticipated annual dinner for the Trinity ringers.
1132561,0,Rung for evensong.
1063028,0,"Rung before evensong to the glory of God, and to celebrate the life and friendship of Frank Jeffery, who spent his life encouraging many people and is missed in many places."
1063028,1,1st in method: 4.
1063028,2,1st All Saints' as conductor.
277437,0,100th quarter peal: 6.
1584329,0,For Evensong and as a Golden Wedding compliment to Jan and Laith Reynolds (for yesterday).
1093718,0,"Rung in memory of Hilda Steels, a church member whose funeral was a few days earlier."
1906153,0,For Choral Evensong.
1046683,0,First quarter peal - 6
1046683,1,For evensong
1506497,0,First quarter peal for Holly Brewster
405060,0,To commemorate the Revd Peter den Haan’s last service in the Rugby Team Ministry today.
405060,1,£5
1135786,0,"Rung to celebrate the birthday of Phyllis Greenhill, who will be 90 on 26th February. For Evensong."
1140555,0,On the back ten for Evensong. In thanksgiving for the life of Howard W Egglestone.
1779385,0,Treble - first quarter away from tenor. For evensong.
1144829,0,"First quarter of Kent Treble Bob Royal: 4, 5, 6 & 7"
1144829,1,Rung on the light ten and for Evensong
1144829,2,"Remembering Sue Watkin, one time frequent welcome visitor to this tower, who died this morning"
1061834,0,"Rung in memory of David Brentnall, former Vicar of this Church"
1060278,0,Rung for Evensong and as a 70th birthday compliment to John Preston.
1060278,1,First as Conductor (Age 15)
281737,0,"Run for service and the festival of St Lucius, a martyr who died at Carthage. This festival was adopted as the 'birthday' of Lucy Mary Smith, who was born on 29th February and is 90 years old this year."
277414,0,For evening service.
277414,1,1st Minor: 2.
1127793,0,"Compliment to Bernie for his 66th birthday, today.For evening service."
1079257,0,Rung in thanksgiving for the life of Roger Bailey and the contribution he made to the Exercise.
1104498,0,For Choral Evensong and rung as a birthday compliment to Sas Watson
1104498,1,Most methods spliced: 2
1134197,0,First Quarter on the bells since being re-hung.
277459,0,First Cambridge Major 2.
431951,0,For Evensong
1080762,0,"For Sunday service, with congratulations to Amanda Blumberg and Samam Kamyans on their wedding yesterday."
1057780,0,First QP inside – 2.
1585969,0,"A birthday compliment to Kate Kirkman(5), grand-daughter of Peter Bill, and Mark Lightbourne, son of Ruth Lightbourne."
1049692,0,First for 37 years :1
1058342,0,"Rung in celebration of the life of Ernest Higham, a past ringer at Westhoughton."
1068925,0,With the bands best wishes to Ralph Smith the Head Verger who retired today
1930320,0,To celebrate the birth of Luke Tomlinson a grandson for Paul
1046231,0,"Rung in thanksgiving for the life of Margaret Pedder, wife of the Revd. Brian Pedder, associate priest St. Mary's Wigton."
1120656,0,"1,000th peal: 7-8"
277692,0,Rung for 1600 Holy Communion Service
1137345,0,Rung on the front six for Choral Evensong.
278286,0,"First inside, 3"
278286,1,Congratulations to Canon Bryan Rowe and Sheila on the occasion of their Ruby Wedding Anniversary.
277502,0,For LWASCR Challenge Fortnight.
277502,1,1. First quarter on treble.
1071688,0,1st extent of Kent TB: 2.
1071688,1,Daventry Branch QP Day
1208307,0,"First on more than six, first inside and first of Surprise: 2 (aged 10)."
1208307,1,On the day of the 125th Henry Johnson dinner.
1208605,0,After meeting short for some spliced.
1208605,1,On Henry Johnson Dinner Day.
1208308,0,First peal at first attempt: 1.
1208308,1,Rung on the day of the 125th Henry Johnson dinner: 'The Chairman's Peal'.
1062565,0,1st in more than one method minor: 2.
1062565,1,Daventry Branch QP Day
1132137,0,First in method by all. 2600 as conductor.
277421,0,"Rung as a farewell to the Rev Tina Stirling, retiring from The Bernwode Benefice after 15 years."
1149673,0,"Rung remembering, with affection, Howard W Egglestone and using one of his favourite compositions"
1064063,0,1st Yorkshire: 2.
1064063,1,Daventry Branch QP Day
1085023,0,First peal:5.
1085023,1,800th peal for the Society:8.
1085023,2,Rung for LWASCR Peal Week.
1151248,0,"First in method - 3, 5"
1074663,0,Rung as a get well compliment to James Caswell who should have been with us this week end
404959,0,"First spliced: 3, 5."
404959,1,With thanks to Tim Holmes for arranging the peal.
1098748,0,Treble ringer's first quarter peal
1149213,0,Rung in celebration of the life of Spike Morris.
1085338,0,First Bristol: 5
1050256,0,First Grandsire as C
1151249,0,In memory of Roger Bailey.
277125,0,Most Spliced Royal: 2.
455392,0,"Rung for 'Celebrate our Soldiers', a concert organised by ABF The Soldiers Charity."
1078955,0,1st Beverley S Minor: 3.
1078955,1,Daventry Branch QP Day
1146944,0,1st Cambridge SA Minor: 4.
1146944,1,Daventry Branch QP Day
281978,0,First Quarter for Tenor
1132567,0,In memory of Wendy Waite and Roger Bailey
1092456,0,A 21st birthday compliment to Daniel Lavender.
1147387,0,"1st of triples 1. Rung with the bells open to celebrate the life of Gill Bland, a local ringer and all round hard worker at this church, whose funeral was yesterday."
997102,0,Composition rung for the first time
1151247,0,"For the town's monthly Farmers' Market, and to help Kevan celebrate a substantial pay rise as a result of a significant birthday today!"
431920,0,In memory of Howard Egglestone
439649,0,"Remembering Arthur ""Bill"" Berry. Bill rehung Inkberrow bells in 1989"
1107862,0,First in method - 2
1148764,0,Birthday compliments to Neville for today.
1150474,0,"1st Peal of Spliced Surprise Major - 7. 25th Peal of Spliced Surprise Major - 5. Rung as a 60th birthday compliment to Peter Limage, and in thanksgiving for the life and contribution to ringing of Howard Egglestone of Crediton, Devon."
1150362,0,50th quarter peal and first surprise Maximus: 3
1085346,0,90th Birthday compliment to Bill Dumbell.
1148859,0,First of Surprise Major: 3
1148859,1,First of Cambridge: 4
1148859,2,100th peal: 7
1151243,0,"Rung to celebrate the 99th birthday of Muriel Snawdon, mother of 3 and the birthday of Maryann Canning, sister-in-law of 2."
1150590,0,Belated Birthday wishes to Eddie Hancock.
1100250,0,"In honor of the Rt. Rev. Charles Von Rosenberg, Bishop of the Episcopal Church in South Carolina"
277198,0,Rung in memory of Roger Bailey.
1111184,0,First in method by all and rung as a compliment to Alan Carter and Zoe Warner on the birth of their son Sebastian on 21/2/13. Donald is now a Gruncle
1050941,0,250th of Spliced S Major: 8
1050249,0,Daventry Branch QP Day
1147871,0,"Specially arranged to celebrate the 80th birthday of John Pickering, the 60th birthday of Anne Wood and the 50th birthday of Mark Willett, all members of the local band."
1114572,0,5/6
1149194,0,Rung in celebration of Marion's 70th Birthday.
1151241,0,To commemorate the scattering of the ashes of the mother of 2 in Epping Forest on Wednesday 20th February 2013
1146950,0,100th peal - 2.
1146950,1,"Most S Royal - 2,4,5,6,7,9."
431921,0,In memory of Howard Egglestone
1691235,0,"In memory of Colin Smelt who tragically died this week, a colleague of Sue."
1138287,0,First of spliced on handbells 1/2
1148424,0,1/6
1443484,0,First on 10 as Conductor
1443484,1,2/6
1148233,0,First on 10 as Conductor
1148233,1,3/6
1149884,0,First on 12 - Tenor
1149884,1,First of Grandsire Cinques - 3
1149884,2,Ruby Wedding compliment to Frank & Cath Arscott
1149884,3,6/6
1150118,0,First on a mini-ring: 5
1150118,1,4/6
1151245,0,1st of Cambridge Major: 2.
1147309,0,To mark the second anniversary of the Christchurch earthquake
1147533,0,First on eight inside - 4.
1147533,1,Birthday compliment to Betty Ormrod.
1070919,0,"Rung to celebrate the Golden Wedding of Keith and Noreen Atkinson, married at this church 50 years ago and also ringers at St Mary's at that time."
1091380,0,*First QP for 8 years
1091380,1,** First QP for 'a very long time'.
1091380,2,"Rung for the festival of St Mildburga, one of three sisters who became nuns, who founded Wenlock Abbey."
295222,0,"A thanksgiving for the life of Harold James Nightingale, uncle of 7, who died earlier this week. 1st in method 1 and 4."
277148,0,"First in method: 2,4."
277148,1,"Birthday compliment to Gerard Chadwick and a thanksgiving for the life of Harold James Nightingale, conductor's uncle."
1148783,0,Rung half muffled in memory of The Reverend Canon Victor Collas MA Oxon one time Rector of St Andrews and Vice Dean of Guernsey. A stalwart member of our 8am congregation. May he rest in peace and rise in glory.
1147516,0,First treble bob major: 1.
1585968,0,To welcome David Sluter as a ringer at Wellington Cathedral.
277686,0,To celebrate the birth of Eilidh Elinor Reeves born 13/2/2013 and Poppy Emily Reeves born 20/2/2013.
1139687,0,To celebrate the birth of
1139687,1,Eilidh Elinor Reeves born 13/2/2013 and
1139687,2,Poppy Emily Reeves born 20/2/2013
1151254,0,On the day of the DDA 60th anniversary Sir Arthur Heywood Dinner
1151242,0,Rung in thanksgiving for the life of Alison K Regan.
458088,0,"Birthday Compliment: 3, (for 19/02/2013)"
1151252,0,"175th together:2,6."
1151252,1,For LWASCR Peal Week.
1151237,0,Rung in fond memory of Howard Egglestone
1073563,0,Circled the tower x 60 - 1
1073563,1,For Thinking Day
1134493,0,Most Spliced S. Major without using variations in 5/6: 7.
1208306,0,"1st quarter inside: 2, 3."
404947,0,16th birthday compliments to Amy Gill (16/2)
404947,1,Circled the tower: 3.
1149178,0,1st in m: 4. 1st 1/4 in m: 3. Wishing David Harris a speedy recovery.
1149212,0,"full footnote to follow, however:"
1149212,1,Believed to be the first quarter of Cunecastre rung in 2013.
1149212,2,"1st blows in Method, 2, 3 & 5."
1149212,3,1st in Method as conductor
1134492,0,"Rung silent and non-conducted by a band of Past Masters of the Society on the 100th anniversary of the first silent and non-conducted peal of Stedman Cinques on tower bells, rung in this tower (on different bells) by a Society band."
1071410,0,First in the method for all except 4.
1071410,1,"150th together:3,7."
1071410,2,Rung for LWASCR Peal Week.
1151160,0,Celebrating 86 years since the bells were rehung and 573 years since the 4th bell was cast by William Chamberlain.
431917,0,Rung for the birthday of Lord Robert and Lady Olave Baden-Powell
277685,0,1st Minor: 2.
1136281,0,First in method: 3
1124067,0,First in method for all except 6.
277205,0,First in the method on handbells: 7-8.
277205,1,First in the method on a working pair: 3-4.
1101047,0,Birthday compliment to David E Wenden (Feb 11th).
1101047,1,First in method inside: Mandy E Miles
1096274,0,First of Surprise inside: 2.
404980,0,First spliced: 2
404980,1,Most spliced S Major: 3
277123,0,"To welcome the next band of visitors, arriving today."
277123,1,In memory of the Lundy Fern.
1057634,0,First Surprise: 3
1148980,0,Birthday compliment to Nicola (number of methods not significant!).
1098366,0,Rung to celebrate the birth of a Daughter to Kirsty & Michael Smith in New Zealand. Proud Grandparents - Kathryn & Howard E. J. Smith.
1104086,0,"Rung as a tribute to the life and times of Kipper, the Cat at the Vat"
